esac_publisher,country_code,cr_year,oa_n,n,has_ta
Walter de Gruyter,GH,2017,0,2,FALSE
Walter de Gruyter,GH,2022,1,4,FALSE
Walter de Gruyter,GH,2018,0,4,FALSE
Walter de Gruyter,GH,2019,0,2,FALSE
Walter de Gruyter,GH,2021,1,8,FALSE
Future Science Group,GH,2020,0,2,FALSE
Future Science Group,GH,2018,0,1,FALSE
Future Science Group,GH,2022,0,5,FALSE
Future Science Group,GH,2019,0,1,FALSE
Future Science Group,GH,2021,0,2,FALSE
Microbiology Society,GH,2021,0,1,FALSE
Microbiology Society,GH,2017,0,1,FALSE
Company of Biologists,GH,2018,0,1,TRUE
Wolters Kluwer Health,GH,2017,0,8,FALSE
Wolters Kluwer Health,GH,2021,0,13,FALSE
Wolters Kluwer Health,GH,2020,0,4,FALSE
Wolters Kluwer Health,GH,2022,0,1,FALSE
Wolters Kluwer Health,GH,2019,0,5,FALSE
Wolters Kluwer Health,GH,2018,0,7,FALSE
"Mary Ann Liebert, Inc.",GH,2019,0,3,FALSE
"Mary Ann Liebert, Inc.",GH,2020,0,3,FALSE
"Mary Ann Liebert, Inc.",GH,2022,0,2,FALSE
"Mary Ann Liebert, Inc.",GH,2017,0,3,FALSE
Oxford University Press,GH,2018,6,28,FALSE
Oxford University Press,GH,2020,7,29,FALSE
Oxford University Press,GH,2017,2,13,FALSE
Oxford University Press,GH,2021,7,24,FALSE
Oxford University Press,GH,2019,5,15,FALSE
Oxford University Press,GH,2022,8,18,FALSE
Trans Tech Publications,GH,2021,0,2,FALSE
Trans Tech Publications,GH,2019,0,2,FALSE
Trans Tech Publications,GH,2017,0,7,FALSE
Trans Tech Publications,GH,2018,0,2,FALSE
Bristol University Press,GH,2022,0,1,FALSE
American Chemical Society,GH,2018,0,5,FALSE
American Chemical Society,GH,2017,0,4,FALSE
American Chemical Society,GH,2019,0,4,FALSE
American Chemical Society,GH,2021,0,10,FALSE
American Chemical Society,GH,2020,0,7,FALSE
American Chemical Society,GH,2022,1,3,FALSE
American Physical Society,GH,2020,1,1,FALSE
American Physical Society,GH,2018,0,1,FALSE
American Physical Society,GH,2021,0,1,FALSE
John Benjamins Publishing,GH,2017,0,2,FALSE
John Benjamins Publishing,GH,2020,0,1,FALSE
John Benjamins Publishing,GH,2018,0,1,FALSE
John Benjamins Publishing,GH,2021,0,1,FALSE
John Benjamins Publishing,GH,2019,1,1,FALSE
Bentham Science Publishers,GH,2021,1,3,FALSE
Bentham Science Publishers,GH,2020,0,3,FALSE
Bentham Science Publishers,GH,2019,0,2,FALSE
Bentham Science Publishers,GH,2017,0,1,FALSE
Bentham Science Publishers,GH,2022,1,6,FALSE
Cambridge University Press,GH,2019,1,5,FALSE
Cambridge University Press,GH,2018,0,6,TRUE
Cambridge University Press,GH,2022,3,9,TRUE
Cambridge University Press,GH,2022,0,1,FALSE
Cambridge University Press,GH,2020,0,4,FALSE
Cambridge University Press,GH,2017,0,3,TRUE
Cambridge University Press,GH,2019,1,2,TRUE
Cambridge University Press,GH,2017,0,3,FALSE
Cambridge University Press,GH,2020,0,12,TRUE
Cambridge University Press,GH,2018,0,1,FALSE
Cambridge University Press,GH,2021,3,7,TRUE
Royal Society of Chemistry,GH,2017,0,3,FALSE
Royal Society of Chemistry,GH,2020,0,6,FALSE
Royal Society of Chemistry,GH,2018,0,6,FALSE
Royal Society of Chemistry,GH,2019,0,2,FALSE
Royal Society of Chemistry,GH,2021,0,4,FALSE
Royal Society of Chemistry,GH,2022,0,1,FALSE
Canadian Science Publishing,GH,2020,0,2,FALSE
Canadian Science Publishing,GH,2018,0,2,FALSE
Canadian Science Publishing,GH,2021,0,2,FALSE
Canadian Science Publishing,GH,2022,0,1,FALSE
National Academy of Sciences,GH,2021,0,1,FALSE
National Academy of Sciences,GH,2019,0,1,FALSE
The Geological Society of London,GH,2020,0,1,FALSE
Sage,GI,2021,0,1,FALSE
Elsevier,GI,2019,0,1,FALSE
Springer Nature,GI,2021,0,1,FALSE
Wiley,GL,2020,1,3,TRUE
Wiley,GL,2021,1,1,TRUE
Wiley,GL,2019,0,2,TRUE
Wiley,GL,2020,0,1,FALSE
Wiley,GL,2021,0,1,FALSE
Wiley,GL,2017,0,1,FALSE
Wiley,GL,2018,1,2,FALSE
Wiley,GL,2022,1,1,TRUE
Wiley,GL,2018,1,3,TRUE
Wiley,GL,2017,0,1,TRUE
Karger,GL,2022,1,1,FALSE
Emerald,GL,2021,0,1,FALSE
Elsevier,GL,2018,0,1,FALSE
Elsevier,GL,2021,0,3,TRUE
Elsevier,GL,2018,0,3,TRUE
Elsevier,GL,2020,1,1,TRUE
Elsevier,GL,2021,1,1,FALSE
Elsevier,GL,2022,1,1,FALSE
Elsevier,GL,2022,1,2,TRUE
Elsevier,GL,2020,0,1,FALSE
Elsevier,GL,2017,0,3,TRUE
Elsevier,GL,2019,0,5,TRUE
BMJ Publishing,GL,2017,0,2,FALSE
BMJ Publishing,GL,2019,0,2,FALSE
Springer Nature,GL,2019,1,2,FALSE
Springer Nature,GL,2017,0,1,FALSE
Springer Nature,GL,2018,0,1,FALSE
Springer Nature,GL,2021,1,2,FALSE
Springer Nature,GL,2020,2,5,FALSE
Taylor & Francis,GL,2017,0,1,FALSE
Taylor & Francis,GL,2018,0,1,FALSE
Taylor & Francis,GL,2021,0,3,FALSE
Taylor & Francis,GL,2020,0,1,FALSE
The Royal Society,GL,2021,0,1,FALSE
Wolters Kluwer Health,GL,2021,0,1,FALSE
"Mary Ann Liebert, Inc.",GL,2020,0,1,FALSE
"Mary Ann Liebert, Inc.",GL,2019,0,1,FALSE
"Mary Ann Liebert, Inc.",GL,2021,0,1,FALSE
Cambridge University Press,GL,2018,0,1,FALSE
Sage,GM,2020,0,1,FALSE
Brill,GM,2021,0,1,FALSE
Wiley,GM,2020,0,3,FALSE
Wiley,GM,2018,1,1,FALSE
Wiley,GM,2022,0,1,FALSE
Wiley,GM,2017,2,4,FALSE
Karger,GM,2019,0,1,FALSE
Elsevier,GM,2019,3,8,FALSE
Elsevier,GM,2017,3,8,FALSE
Elsevier,GM,2020,3,6,FALSE
Elsevier,GM,2018,2,2,FALSE
Elsevier,GM,2022,0,6,FALSE
Elsevier,GM,2021,1,4,FALSE
BMJ Publishing,GM,2022,1,2,FALSE
BMJ Publishing,GM,2021,2,2,FALSE
BMJ Publishing,GM,2020,1,1,FALSE
Springer Nature,GM,2017,0,1,FALSE
Springer Nature,GM,2020,0,3,FALSE
Springer Nature,GM,2019,0,1,FALSE
Springer Nature,GM,2022,1,4,FALSE
Springer Nature,GM,2021,0,4,FALSE
Springer Nature,GM,2018,0,1,FALSE
Taylor & Francis,GM,2019,0,1,FALSE
Taylor & Francis,GM,2017,0,1,FALSE
Taylor & Francis,GM,2020,0,2,FALSE
Taylor & Francis,GM,2022,1,1,FALSE
Taylor & Francis,GM,2021,1,3,FALSE
The Royal Society,GM,2021,0,1,FALSE
Wolters Kluwer Health,GM,2018,0,1,FALSE
Wolters Kluwer Health,GM,2020,0,1,FALSE
"Mary Ann Liebert, Inc.",GM,2022,0,1,FALSE
Oxford University Press,GM,2021,4,4,FALSE
Oxford University Press,GM,2020,4,6,FALSE
Oxford University Press,GM,2018,4,5,FALSE
Oxford University Press,GM,2017,1,5,FALSE
Oxford University Press,GM,2022,2,3,FALSE
Oxford University Press,GM,2019,2,3,FALSE
Cambridge University Press,GM,2019,0,1,FALSE
Sage,GN,2022,0,1,FALSE
Sage,GN,2017,0,1,FALSE
Sage,GN,2020,0,1,FALSE
CSIRO,GN,2017,0,1,FALSE
Wiley,GN,2018,0,1,FALSE
Wiley,GN,2020,0,1,FALSE
Wiley,GN,2022,1,3,FALSE
Wiley,GN,2017,0,2,FALSE
Thieme,GN,2021,0,1,FALSE
Thieme,GN,2019,1,1,FALSE
Elsevier,GN,2020,1,7,FALSE
Elsevier,GN,2018,0,1,FALSE
Elsevier,GN,2021,1,3,FALSE
Elsevier,GN,2017,0,3,FALSE
Elsevier,GN,2019,1,4,FALSE
Elsevier,GN,2022,0,4,FALSE
BMJ Publishing,GN,2018,0,2,FALSE
Springer Nature,GN,2022,0,2,FALSE
Springer Nature,GN,2020,0,1,FALSE
Springer Nature,GN,2019,0,1,FALSE
Springer Nature,GN,2021,0,2,FALSE
Taylor & Francis,GN,2019,0,2,FALSE
Taylor & Francis,GN,2022,0,4,FALSE
Taylor & Francis,GN,2021,0,1,FALSE
Taylor & Francis,GN,2018,0,3,FALSE
Taylor & Francis,GN,2020,1,1,FALSE
Walter de Gruyter,GN,2021,1,2,FALSE
Wolters Kluwer Health,GN,2019,0,1,FALSE
Wolters Kluwer Health,GN,2020,0,1,FALSE
Oxford University Press,GN,2021,1,1,FALSE
Oxford University Press,GN,2019,0,2,FALSE
Oxford University Press,GN,2017,0,1,FALSE
Cambridge University Press,GN,2022,0,1,FALSE
Wiley,GP,2022,1,2,TRUE
Wiley,GP,2019,1,2,TRUE
Wiley,GP,2018,0,2,TRUE
Wiley,GP,2018,0,1,FALSE
Wiley,GP,2020,0,2,TRUE
Wiley,GP,2021,0,4,TRUE
Wiley,GP,2017,0,2,TRUE
Karger,GP,2021,0,1,FALSE
Thieme,GP,2020,0,1,FALSE
Thieme,GP,2019,0,1,FALSE
Emerald,GP,2021,0,1,FALSE
Elsevier,GP,2022,0,14,FALSE
Elsevier,GP,2021,1,22,FALSE
Elsevier,GP,2018,1,23,FALSE
Elsevier,GP,2019,1,15,FALSE
Elsevier,GP,2020,2,13,FALSE
Elsevier,GP,2017,0,20,FALSE
IOS Press,GP,2017,0,1,FALSE
IOS Press,GP,2019,0,1,FALSE
EDP Sciences,GP,2018,0,1,TRUE
BMJ Publishing,GP,2020,0,1,FALSE
Springer Nature,GP,2018,0,6,FALSE
Springer Nature,GP,2021,0,7,FALSE
Springer Nature,GP,2020,0,5,FALSE
Springer Nature,GP,2017,0,7,FALSE
Springer Nature,GP,2022,0,8,FALSE
Springer Nature,GP,2019,0,3,FALSE
Taylor & Francis,GP,2022,0,1,FALSE
Taylor & Francis,GP,2017,0,4,FALSE
Taylor & Francis,GP,2020,0,3,FALSE
Taylor & Francis,GP,2021,0,8,FALSE
Taylor & Francis,GP,2018,0,2,FALSE
Wolters Kluwer Health,GP,2018,0,1,FALSE
Wolters Kluwer Health,GP,2017,0,1,FALSE
"Mary Ann Liebert, Inc.",GP,2019,0,2,FALSE
"Mary Ann Liebert, Inc.",GP,2022,0,1,FALSE
Oxford University Press,GP,2017,0,3,FALSE
Oxford University Press,GP,2020,0,1,FALSE
Oxford University Press,GP,2019,0,1,FALSE
Oxford University Press,GP,2022,0,1,FALSE
Canadian Science Publishing,GP,2018,0,1,FALSE
Canadian Science Publishing,GP,2022,0,1,FALSE
IEEE,GR,2017,1,206,FALSE
IEEE,GR,2018,2,213,FALSE
IEEE,GR,2022,9,174,FALSE
IEEE,GR,2021,13,198,FALSE
IEEE,GR,2019,1,214,FALSE
IEEE,GR,2020,3,178,FALSE
SPIE,GR,2022,0,2,FALSE
SPIE,GR,2017,0,5,FALSE
SPIE,GR,2018,0,1,FALSE
SPIE,GR,2020,0,1,FALSE
SPIE,GR,2019,0,3,FALSE
SPIE,GR,2021,0,4,FALSE
Sage,GR,2019,1,135,FALSE
Sage,GR,2021,4,152,FALSE
Sage,GR,2018,0,116,FALSE
Sage,GR,2022,3,95,FALSE
Sage,GR,2020,4,170,FALSE
Sage,GR,2017,0,110,FALSE
Brill,GR,2021,0,25,FALSE
Brill,GR,2019,1,15,FALSE
Brill,GR,2020,0,25,FALSE
Brill,GR,2022,0,14,FALSE
Brill,GR,2017,1,13,FALSE
Brill,GR,2018,0,17,FALSE
CSIRO,GR,2022,0,3,FALSE
CSIRO,GR,2017,0,8,FALSE
CSIRO,GR,2020,0,6,FALSE
CSIRO,GR,2018,0,5,FALSE
CSIRO,GR,2019,0,2,FALSE
CSIRO,GR,2021,0,2,FALSE
Wiley,GR,2017,11,651,FALSE
Wiley,GR,2018,14,657,FALSE
Wiley,GR,2022,24,485,FALSE
Wiley,GR,2021,27,753,FALSE
Wiley,GR,2020,25,726,FALSE
Wiley,GR,2019,18,625,FALSE
Karger,GR,2017,1,46,FALSE
Karger,GR,2021,1,40,FALSE
Karger,GR,2022,0,6,FALSE
Karger,GR,2020,0,49,FALSE
Karger,GR,2019,0,33,FALSE
Karger,GR,2018,0,39,FALSE
Thieme,GR,2020,1,37,FALSE
Thieme,GR,2018,1,29,FALSE
Thieme,GR,2019,1,31,FALSE
Thieme,GR,2022,4,30,FALSE
Thieme,GR,2017,0,32,FALSE
Thieme,GR,2021,0,30,FALSE
Emerald,GR,2021,0,18,FALSE
Emerald,GR,2022,0,68,FALSE
Emerald,GR,2020,0,9,FALSE
Emerald,GR,2018,0,15,FALSE
Emerald,GR,2017,0,8,FALSE
Emerald,GR,2019,0,16,FALSE
Hogrefe,GR,2018,0,1,FALSE
Hogrefe,GR,2021,0,2,FALSE
Hogrefe,GR,2022,0,6,FALSE
Hogrefe,GR,2017,0,4,FALSE
Hogrefe,GR,2020,0,1,FALSE
Elsevier,GR,2020,58,2256,FALSE
Elsevier,GR,2022,117,1915,FALSE
Elsevier,GR,2018,28,2298,FALSE
Elsevier,GR,2017,14,2330,FALSE
Elsevier,GR,2021,68,2191,FALSE
Elsevier,GR,2019,39,2223,FALSE
IOS Press,GR,2021,4,48,FALSE
IOS Press,GR,2017,3,19,FALSE
IOS Press,GR,2022,2,30,FALSE
IOS Press,GR,2018,1,20,FALSE
IOS Press,GR,2020,5,29,FALSE
IOS Press,GR,2019,0,30,FALSE
EDP Sciences,GR,2017,0,19,FALSE
EDP Sciences,GR,2022,1,5,FALSE
EDP Sciences,GR,2018,0,20,FALSE
EDP Sciences,GR,2021,4,31,FALSE
EDP Sciences,GR,2020,0,31,FALSE
EDP Sciences,GR,2019,0,19,FALSE
AIP Publishing,GR,2018,0,50,FALSE
AIP Publishing,GR,2019,0,42,FALSE
AIP Publishing,GR,2022,0,29,FALSE
AIP Publishing,GR,2021,0,42,FALSE
AIP Publishing,GR,2017,0,26,FALSE
AIP Publishing,GR,2020,0,33,FALSE
BMJ Publishing,GR,2018,0,25,FALSE
BMJ Publishing,GR,2021,4,50,FALSE
BMJ Publishing,GR,2019,1,30,FALSE
BMJ Publishing,GR,2017,0,30,FALSE
BMJ Publishing,GR,2020,2,38,FALSE
BMJ Publishing,GR,2022,1,24,FALSE
Bioscientifica,GR,2022,2,5,FALSE
Bioscientifica,GR,2019,0,5,FALSE
Bioscientifica,GR,2020,0,6,FALSE
Bioscientifica,GR,2017,0,8,FALSE
Bioscientifica,GR,2021,1,3,FALSE
Bioscientifica,GR,2018,0,3,FALSE
IOP Publishing,GR,2022,2,24,FALSE
IOP Publishing,GR,2020,1,54,FALSE
IOP Publishing,GR,2018,3,43,FALSE
IOP Publishing,GR,2017,1,56,FALSE
IOP Publishing,GR,2021,1,41,FALSE
IOP Publishing,GR,2019,2,44,FALSE
Portland Press,GR,2018,0,1,FALSE
Portland Press,GR,2020,0,1,FALSE
Portland Press,GR,2019,0,1,FALSE
Portland Press,GR,2017,0,2,FALSE
Portland Press,GR,2022,0,1,FALSE
Portland Press,GR,2021,0,1,FALSE
Springer Nature,GR,2018,37,1189,FALSE
Springer Nature,GR,2022,92,882,FALSE
Springer Nature,GR,2021,65,1339,FALSE
Springer Nature,GR,2020,50,1362,FALSE
Springer Nature,GR,2017,32,1131,FALSE
Springer Nature,GR,2019,19,1126,FALSE
Taylor & Francis,GR,2019,7,621,FALSE
Taylor & Francis,GR,2018,3,565,FALSE
Taylor & Francis,GR,2017,10,602,FALSE
Taylor & Francis,GR,2022,25,476,FALSE
Taylor & Francis,GR,2021,20,667,FALSE
Taylor & Francis,GR,2020,13,648,FALSE
The Royal Society,GR,2021,51,58,FALSE
The Royal Society,GR,2019,19,49,FALSE
The Royal Society,GR,2020,31,48,FALSE
The Royal Society,GR,2022,5,35,FALSE
The Royal Society,GR,2017,0,70,FALSE
The Royal Society,GR,2018,1,52,FALSE
Walter de Gruyter,GR,2018,1,41,TRUE
Walter de Gruyter,GR,2017,0,26,TRUE
Walter de Gruyter,GR,2020,2,41,TRUE
Walter de Gruyter,GR,2017,0,9,FALSE
Walter de Gruyter,GR,2021,0,17,FALSE
Walter de Gruyter,GR,2022,16,30,TRUE
Walter de Gruyter,GR,2021,0,53,TRUE
Walter de Gruyter,GR,2020,0,22,FALSE
Walter de Gruyter,GR,2019,0,32,TRUE
Walter de Gruyter,GR,2018,0,13,FALSE
Walter de Gruyter,GR,2019,0,21,FALSE
Walter de Gruyter,GR,2022,5,12,FALSE
Future Science Group,GR,2022,0,12,FALSE
Future Science Group,GR,2020,0,21,FALSE
Future Science Group,GR,2019,0,25,FALSE
Future Science Group,GR,2021,0,27,FALSE
Future Science Group,GR,2017,0,22,FALSE
Future Science Group,GR,2018,0,19,FALSE
Microbiology Society,GR,2020,0,2,FALSE
Microbiology Society,GR,2018,0,5,FALSE
Microbiology Society,GR,2022,0,3,FALSE
Microbiology Society,GR,2019,0,3,FALSE
Microbiology Society,GR,2017,0,7,FALSE
Microbiology Society,GR,2021,0,4,FALSE
Company of Biologists,GR,2022,0,1,FALSE
Company of Biologists,GR,2020,0,1,FALSE
Company of Biologists,GR,2021,0,3,FALSE
Company of Biologists,GR,2019,0,2,FALSE
Company of Biologists,GR,2018,0,1,FALSE
Wolters Kluwer Health,GR,2019,0,120,FALSE
Wolters Kluwer Health,GR,2021,0,163,FALSE
Wolters Kluwer Health,GR,2017,0,151,FALSE
Wolters Kluwer Health,GR,2020,0,159,FALSE
Wolters Kluwer Health,GR,2022,2,58,FALSE
Wolters Kluwer Health,GR,2018,0,142,FALSE
"Mary Ann Liebert, Inc.",GR,2021,0,22,FALSE
"Mary Ann Liebert, Inc.",GR,2022,0,19,FALSE
"Mary Ann Liebert, Inc.",GR,2017,0,31,FALSE
"Mary Ann Liebert, Inc.",GR,2020,0,27,FALSE
"Mary Ann Liebert, Inc.",GR,2019,0,32,FALSE
"Mary Ann Liebert, Inc.",GR,2018,0,27,FALSE
Oxford University Press,GR,2022,10,106,FALSE
Oxford University Press,GR,2019,6,165,FALSE
Oxford University Press,GR,2017,0,207,FALSE
Oxford University Press,GR,2018,4,343,FALSE
Oxford University Press,GR,2021,17,208,FALSE
Oxford University Press,GR,2020,13,230,FALSE
Trans Tech Publications,GR,2018,1,11,FALSE
Trans Tech Publications,GR,2019,0,10,FALSE
Trans Tech Publications,GR,2022,0,6,FALSE
Trans Tech Publications,GR,2020,0,6,FALSE
Trans Tech Publications,GR,2017,0,15,FALSE
Trans Tech Publications,GR,2021,0,1,FALSE
Bristol University Press,GR,2018,0,2,FALSE
Bristol University Press,GR,2021,0,1,FALSE
Bristol University Press,GR,2022,0,3,FALSE
American Chemical Society,GR,2021,8,101,FALSE
American Chemical Society,GR,2022,12,95,FALSE
American Chemical Society,GR,2017,0,80,FALSE
American Chemical Society,GR,2018,0,102,FALSE
American Chemical Society,GR,2020,3,106,FALSE
American Chemical Society,GR,2019,0,100,FALSE
American Physical Society,GR,2019,7,49,FALSE
American Physical Society,GR,2018,9,50,FALSE
American Physical Society,GR,2021,15,66,FALSE
American Physical Society,GR,2020,6,59,FALSE
American Physical Society,GR,2017,0,51,FALSE
American Physical Society,GR,2022,3,31,FALSE
John Benjamins Publishing,GR,2019,0,12,FALSE
John Benjamins Publishing,GR,2018,0,5,FALSE
John Benjamins Publishing,GR,2020,0,15,FALSE
John Benjamins Publishing,GR,2022,1,6,FALSE
John Benjamins Publishing,GR,2021,0,14,FALSE
John Benjamins Publishing,GR,2017,0,8,FALSE
Bentham Science Publishers,GR,2017,0,76,FALSE
Bentham Science Publishers,GR,2021,20,117,FALSE
Bentham Science Publishers,GR,2022,0,91,FALSE
Bentham Science Publishers,GR,2019,31,148,FALSE
Bentham Science Publishers,GR,2018,3,113,FALSE
Bentham Science Publishers,GR,2020,42,170,FALSE
Cambridge University Press,GR,2017,0,7,FALSE
Cambridge University Press,GR,2018,1,9,FALSE
Cambridge University Press,GR,2021,17,40,TRUE
Cambridge University Press,GR,2017,0,32,TRUE
Cambridge University Press,GR,2019,0,8,FALSE
Cambridge University Press,GR,2022,2,10,FALSE
Cambridge University Press,GR,2020,13,40,TRUE
Cambridge University Press,GR,2021,0,12,FALSE
Cambridge University Press,GR,2022,18,45,TRUE
Cambridge University Press,GR,2018,0,30,TRUE
Cambridge University Press,GR,2019,0,37,TRUE
Cambridge University Press,GR,2020,4,18,FALSE
Royal Society of Chemistry,GR,2022,5,26,TRUE
Royal Society of Chemistry,GR,2018,1,4,FALSE
Royal Society of Chemistry,GR,2020,33,44,TRUE
Royal Society of Chemistry,GR,2018,1,49,TRUE
Royal Society of Chemistry,GR,2020,2,2,FALSE
Royal Society of Chemistry,GR,2021,51,59,TRUE
Royal Society of Chemistry,GR,2017,0,72,TRUE
Royal Society of Chemistry,GR,2019,1,1,FALSE
Royal Society of Chemistry,GR,2019,21,49,TRUE
Royal Society of Chemistry,GR,2017,1,2,FALSE
Royal Society of Chemistry,GR,2021,5,5,FALSE
Royal Society of Chemistry,GR,2022,0,1,FALSE
Canadian Science Publishing,GR,2018,0,1,FALSE
Canadian Science Publishing,GR,2019,0,3,FALSE
Canadian Science Publishing,GR,2021,0,1,FALSE
Canadian Science Publishing,GR,2020,0,3,FALSE
Canadian Science Publishing,GR,2017,0,2,FALSE
The Electrochemical Society,GR,2022,1,1,FALSE
The Electrochemical Society,GR,2017,0,7,FALSE
The Electrochemical Society,GR,2021,0,1,FALSE
The Electrochemical Society,GR,2019,1,2,FALSE
European Respiratory Society,GR,2017,0,6,FALSE
European Respiratory Society,GR,2018,0,2,FALSE
European Respiratory Society,GR,2020,3,10,FALSE
European Respiratory Society,GR,2022,3,4,FALSE
European Respiratory Society,GR,2021,2,5,FALSE
European Respiratory Society,GR,2019,0,11,FALSE
National Academy of Sciences,GR,2021,0,2,FALSE
National Academy of Sciences,GR,2020,2,5,FALSE
National Academy of Sciences,GR,2017,1,5,FALSE
National Academy of Sciences,GR,2022,2,2,FALSE
National Academy of Sciences,GR,2018,1,4,FALSE
National Academy of Sciences,GR,2019,1,3,FALSE
American Physiological Society,GR,2021,0,3,FALSE
American Physiological Society,GR,2019,0,3,FALSE
American Physiological Society,GR,2020,0,3,FALSE
American Physiological Society,GR,2018,0,6,FALSE
American Physiological Society,GR,2017,0,6,FALSE
American Physiological Society,GR,2022,0,7,FALSE
The Geological Society of London,GR,2019,0,2,FALSE
The Geological Society of London,GR,2018,0,1,FALSE
Association for Computing Machinery,GR,2020,1,37,FALSE
Association for Computing Machinery,GR,2017,0,24,FALSE
Association for Computing Machinery,GR,2021,1,27,FALSE
Association for Computing Machinery,GR,2018,0,31,FALSE
Association for Computing Machinery,GR,2019,0,26,FALSE
Association for Computing Machinery,GR,2022,0,28,FALSE
Radiological Society of North America,GR,2017,0,1,FALSE
Radiological Society of North America,GR,2019,0,1,FALSE
Radiological Society of North America,GR,2020,0,1,FALSE
Radiological Society of North America,GR,2021,0,2,FALSE
Royal College of General Practitioners,GR,2020,0,1,FALSE
IEEE,GT,2019,0,1,FALSE
IEEE,GT,2021,0,1,FALSE
SPIE,GT,2019,0,1,FALSE
SPIE,GT,2018,0,2,FALSE
SPIE,GT,2020,0,1,FALSE
Sage,GT,2021,0,1,FALSE
Sage,GT,2022,0,1,FALSE
Sage,GT,2019,0,1,FALSE
Sage,GT,2018,0,2,FALSE
Brill,GT,2020,0,1,FALSE
Brill,GT,2019,0,1,FALSE
Wiley,GT,2017,0,3,FALSE
Wiley,GT,2018,0,2,FALSE
Wiley,GT,2022,0,8,FALSE
Wiley,GT,2021,1,7,FALSE
Wiley,GT,2019,1,3,FALSE
Wiley,GT,2020,0,3,FALSE
Karger,GT,2018,0,1,FALSE
Emerald,GT,2019,0,1,FALSE
Elsevier,GT,2017,0,5,FALSE
Elsevier,GT,2019,1,13,FALSE
Elsevier,GT,2022,3,21,FALSE
Elsevier,GT,2020,2,13,FALSE
Elsevier,GT,2018,0,16,FALSE
Elsevier,GT,2021,3,12,FALSE
EDP Sciences,GT,2019,0,1,FALSE
BMJ Publishing,GT,2018,0,1,FALSE
BMJ Publishing,GT,2017,0,1,FALSE
BMJ Publishing,GT,2019,1,5,FALSE
BMJ Publishing,GT,2020,1,2,FALSE
BMJ Publishing,GT,2022,0,2,FALSE
IOP Publishing,GT,2018,0,1,FALSE
IOP Publishing,GT,2017,0,1,FALSE
IOP Publishing,GT,2020,0,2,FALSE
IOP Publishing,GT,2022,0,1,FALSE
Springer Nature,GT,2022,1,7,FALSE
Springer Nature,GT,2021,2,18,FALSE
Springer Nature,GT,2020,0,11,FALSE
Springer Nature,GT,2018,1,13,FALSE
Springer Nature,GT,2019,0,13,FALSE
Springer Nature,GT,2017,0,15,FALSE
Taylor & Francis,GT,2021,0,4,FALSE
Taylor & Francis,GT,2020,0,11,FALSE
Taylor & Francis,GT,2019,0,4,FALSE
Taylor & Francis,GT,2022,0,5,FALSE
Taylor & Francis,GT,2017,0,6,FALSE
Taylor & Francis,GT,2018,0,4,FALSE
The Royal Society,GT,2017,0,1,FALSE
Walter de Gruyter,GT,2021,0,1,FALSE
Walter de Gruyter,GT,2017,0,1,FALSE
Walter de Gruyter,GT,2020,0,1,FALSE
Walter de Gruyter,GT,2022,0,3,FALSE
Future Science Group,GT,2021,0,1,FALSE
Wolters Kluwer Health,GT,2019,0,1,FALSE
Wolters Kluwer Health,GT,2018,0,3,FALSE
Wolters Kluwer Health,GT,2020,0,1,FALSE
Wolters Kluwer Health,GT,2021,0,1,FALSE
"Mary Ann Liebert, Inc.",GT,2017,0,1,FALSE
Oxford University Press,GT,2021,0,4,FALSE
Oxford University Press,GT,2018,0,4,FALSE
Oxford University Press,GT,2017,0,2,FALSE
Oxford University Press,GT,2020,1,4,FALSE
Oxford University Press,GT,2019,0,2,FALSE
American Chemical Society,GT,2018,0,1,FALSE
American Physical Society,GT,2018,0,2,FALSE
Bentham Science Publishers,GT,2019,0,1,FALSE
Cambridge University Press,GT,2020,0,1,FALSE
Cambridge University Press,GT,2018,0,1,FALSE
Royal Society of Chemistry,GT,2017,0,1,FALSE
Canadian Science Publishing,GT,2022,0,1,FALSE
European Respiratory Society,GT,2022,1,1,FALSE
European Respiratory Society,GT,2021,1,1,FALSE
American Physiological Society,GT,2022,0,1,FALSE
Elsevier,GU,2018,0,1,FALSE
Taylor & Francis,GU,2020,0,1,FALSE
Wolters Kluwer Health,GU,2020,0,2,FALSE
Oxford University Press,GU,2017,0,1,FALSE
Oxford University Press,GU,2018,0,1,FALSE
Wiley,GW,2018,0,3,FALSE
Wiley,GW,2019,0,2,FALSE
Wiley,GW,2020,0,1,FALSE
Wiley,GW,2017,1,1,FALSE
Elsevier,GW,2021,1,3,FALSE
Elsevier,GW,2018,0,3,FALSE
Elsevier,GW,2020,0,4,FALSE
Elsevier,GW,2022,3,5,FALSE
Elsevier,GW,2019,0,3,FALSE
Elsevier,GW,2017,0,3,FALSE
BMJ Publishing,GW,2020,0,1,FALSE
Springer Nature,GW,2019,0,1,FALSE
Springer Nature,GW,2021,0,1,FALSE
Springer Nature,GW,2017,0,1,FALSE
Springer Nature,GW,2018,0,1,FALSE
Taylor & Francis,GW,2017,0,1,FALSE
Taylor & Francis,GW,2019,0,1,FALSE
Wolters Kluwer Health,GW,2019,0,2,FALSE
Wolters Kluwer Health,GW,2018,0,2,FALSE
Oxford University Press,GW,2018,0,3,FALSE
Oxford University Press,GW,2022,1,3,FALSE
Oxford University Press,GW,2019,1,3,FALSE
Oxford University Press,GW,2020,1,3,FALSE
Oxford University Press,GW,2017,2,5,FALSE
