cr_year,issn_l,article_total,tdm_total,orcid_total,funder_total,abstract_total,ref_total,cat
2021,0920-5063,1,0,0,1,0,1,Global
2017,0920-5071,1,1,0,1,0,1,Global
2019,0920-5071,1,1,1,1,0,1,Global
2020,0920-5071,5,0,2,4,0,5,Global
2021,0920-5071,3,0,0,3,0,3,Global
2022,0920-5071,1,0,0,1,0,1,Global
2017,0920-5489,2,2,0,2,0,2,Global
2018,0920-5489,3,3,0,2,0,3,Global
2019,0920-5489,2,2,2,1,0,2,Global
2020,0920-5489,1,1,0,1,0,1,Global
2021,0920-5489,4,4,1,2,0,4,Global
2022,0920-5489,4,4,3,4,0,4,Global
2017,0920-5691,18,18,13,14,0,17,Global
2017,0920-5691,3,3,2,3,0,3,Germany
2018,0920-5691,15,15,12,13,1,15,Global
2018,0920-5691,2,2,2,2,1,2,Germany
2019,0920-5691,31,31,26,28,20,30,Global
2019,0920-5691,1,1,1,1,0,1,Germany
2020,0920-5691,21,21,19,20,21,21,Global
2020,0920-5691,5,5,4,4,5,5,Germany
2021,0920-5691,25,25,22,17,23,23,Global
2021,0920-5691,7,7,5,6,5,5,Germany
2022,0920-5691,32,32,31,22,32,32,Global
2022,0920-5691,6,6,6,4,6,6,Germany
2017,0920-5861,11,11,3,9,0,11,Global
2017,0920-5861,1,1,0,1,0,1,Germany
2018,0920-5861,7,7,1,5,0,7,Global
2019,0920-5861,12,12,11,12,0,12,Global
2020,0920-5861,15,15,14,14,0,15,Global
2021,0920-5861,38,38,23,36,0,38,Global
2022,0920-5861,64,64,28,43,0,64,Global
2022,0920-5861,2,2,1,2,0,2,Germany
2017,0920-654X,15,15,10,11,0,15,Global
2018,0920-654X,8,8,5,7,0,8,Global
2019,0920-654X,6,6,5,4,4,6,Global
2020,0920-654X,19,19,18,14,19,19,Global
2020,0920-654X,9,9,9,7,9,9,Germany
2021,0920-654X,19,19,19,16,19,19,Global
2021,0920-654X,5,5,5,4,5,5,Germany
2022,0920-654X,17,17,11,16,17,17,Global
2022,0920-654X,3,3,3,3,3,3,Germany
2017,0920-8542,16,16,11,11,1,16,Global
2018,0920-8542,23,23,17,12,1,22,Global
2019,0920-8542,10,10,9,4,3,10,Global
2020,0920-8542,21,21,17,17,21,21,Global
2020,0920-8542,3,3,1,2,3,3,Germany
2021,0920-8542,26,26,23,22,25,26,Global
2021,0920-8542,3,3,3,3,3,3,Germany
2022,0920-8542,60,60,56,51,59,59,Global
2017,0920-8550,1,1,1,1,0,1,Global
2018,0920-8550,3,3,0,2,0,3,Global
2019,0920-8550,4,4,2,2,1,4,Global
2020,0920-8550,2,2,2,2,2,2,Global
2021,0920-8550,4,4,4,4,4,4,Global
2021,0920-8550,3,3,3,3,3,3,Germany
2022,0920-8550,3,3,3,1,3,3,Global
2017,0920-8569,4,4,2,4,0,4,Global
2017,0920-8569,1,1,1,1,0,1,Germany
2018,0920-8569,6,6,2,5,1,6,Global
2019,0920-8569,10,10,7,6,1,10,Global
2019,0920-8569,1,1,1,0,1,1,Germany
2020,0920-8569,13,13,10,10,12,13,Global
2020,0920-8569,5,5,3,3,4,5,Germany
2021,0920-8569,11,11,11,8,11,10,Global
2021,0920-8569,2,2,2,2,2,2,Germany
2022,0920-8569,4,4,2,4,4,4,Global
2022,0920-8569,1,1,1,1,1,1,Germany
2022,0920-9034,1,0,0,0,1,1,Global
2017,0920-9069,7,7,2,4,0,7,Global
2018,0920-9069,9,9,1,6,0,9,Global
2019,0920-9069,6,6,6,6,3,6,Global
2020,0920-9069,6,6,5,6,6,6,Global
2020,0920-9069,1,1,1,1,1,1,Germany
2021,0920-9069,3,3,2,2,3,3,Global
2022,0920-9069,2,2,0,1,2,2,Global
2022,0920-9069,1,1,0,1,1,1,Germany
2017,0920-9964,14,14,8,9,0,14,Global
2018,0920-9964,34,34,22,24,0,34,Global
2018,0920-9964,1,1,0,1,0,1,Germany
2019,0920-9964,28,28,22,26,0,28,Global
2019,0920-9964,1,1,1,1,0,1,Germany
2020,0920-9964,35,35,23,34,0,35,Global
2021,0920-9964,41,41,3,26,0,41,Global
2021,0920-9964,3,3,0,1,0,3,Germany
2022,0920-9964,72,72,7,25,0,72,Global
2022,0920-9964,1,1,1,1,0,1,Germany
2017,0921-0296,14,14,4,7,0,13,Global
2017,0921-0296,1,1,0,0,0,1,Germany
2018,0921-0296,26,26,20,15,0,26,Global
2019,0921-0296,10,10,9,7,3,10,Global
2020,0921-0296,11,11,9,7,11,11,Global
2020,0921-0296,2,2,2,1,2,2,Germany
2021,0921-0296,41,41,40,31,41,41,Global
2021,0921-0296,7,7,6,5,7,7,Germany
2022,0921-0296,35,35,31,17,35,35,Global
2022,0921-0296,4,4,3,2,4,4,Germany
2017,0921-030X,24,24,11,15,1,23,Global
2018,0921-030X,27,27,16,24,0,27,Global
2018,0921-030X,2,2,1,2,0,2,Germany
2019,0921-030X,17,17,13,12,6,17,Global
2020,0921-030X,57,57,51,45,57,56,Global
2020,0921-030X,6,6,4,4,6,6,Germany
2021,0921-030X,62,62,58,52,62,62,Global
2021,0921-030X,6,6,6,6,6,6,Germany
2022,0921-030X,69,69,63,56,66,67,Global
2022,0921-030X,6,6,4,6,6,6,Germany
2017,0921-2728,10,10,6,7,0,10,Global
2018,0921-2728,4,4,1,3,0,4,Global
2019,0921-2728,10,10,9,4,2,10,Global
2020,0921-2728,11,11,9,7,11,11,Global
2020,0921-2728,3,3,3,1,3,3,Germany
2021,0921-2728,13,13,13,10,13,13,Global
2021,0921-2728,4,4,4,4,4,4,Germany
2022,0921-2728,8,8,8,8,8,8,Global
2022,0921-2728,3,3,3,3,3,3,Germany
2017,0921-2973,15,15,5,11,0,15,Global
2018,0921-2973,29,29,22,22,0,28,Global
2018,0921-2973,3,3,2,2,0,3,Germany
2019,0921-2973,29,29,27,23,11,29,Global
2019,0921-2973,1,1,1,1,1,1,Germany
2020,0921-2973,57,57,51,51,56,57,Global
2020,0921-2973,14,14,12,13,14,14,Germany
2021,0921-2973,63,63,62,56,62,63,Global
2021,0921-2973,7,7,7,7,7,7,Germany
2022,0921-2973,45,45,37,42,45,45,Global
2022,0921-2973,7,7,6,7,7,7,Germany
2017,0921-3449,8,8,1,4,0,8,Global
2017,0921-3449,1,1,1,1,0,1,Germany
2018,0921-3449,34,34,8,19,0,34,Global
2018,0921-3449,2,2,0,1,0,2,Germany
2019,0921-3449,35,35,27,25,0,35,Global
2019,0921-3449,3,3,2,2,0,3,Germany
2020,0921-3449,68,68,54,49,0,68,Global
2020,0921-3449,6,6,4,5,0,6,Germany
2021,0921-3449,113,113,87,82,0,113,Global
2021,0921-3449,9,9,7,5,0,9,Germany
2022,0921-3449,133,133,79,48,0,133,Global
2022,0921-3449,6,6,4,1,0,6,Germany
2017,0921-4488,2,2,0,2,0,2,Global
2018,0921-4488,5,5,4,2,0,5,Global
2019,0921-4488,5,5,4,4,0,5,Global
2020,0921-4488,9,9,8,8,0,9,Global
2021,0921-4488,10,10,8,3,0,10,Global
2022,0921-4488,20,20,6,10,0,20,Global
2022,0921-4488,1,1,0,1,0,1,Germany
2018,0921-4526,4,4,0,4,0,4,Global
2018,0921-4526,1,1,0,1,0,1,Germany
2019,0921-4526,1,1,0,1,0,1,Global
2020,0921-4526,6,6,0,3,0,6,Global
2020,0921-4526,1,1,0,1,0,1,Germany
2021,0921-4526,5,5,3,5,0,5,Global
2022,0921-4526,8,8,7,5,0,8,Global
2018,0921-4534,3,3,2,3,0,3,Global
2019,0921-4534,2,2,0,1,0,1,Global
2021,0921-4534,9,9,3,3,0,9,Global
2022,0921-4534,5,5,2,2,0,5,Global
2019,0921-4771,1,1,1,0,1,1,Global
2020,0921-4771,3,3,1,1,2,3,Global
2022,0921-4771,4,4,2,0,4,4,Global
2017,0921-5093,16,16,0,12,0,16,Global
2018,0921-5093,8,8,3,6,0,8,Global
2019,0921-5093,33,33,5,28,0,32,Global
2019,0921-5093,4,4,0,3,0,3,Germany
2020,0921-5093,31,31,0,27,0,31,Global
2020,0921-5093,2,2,0,2,0,2,Germany
2021,0921-5093,71,71,42,54,0,71,Global
2021,0921-5093,4,4,3,3,0,4,Germany
2022,0921-5093,105,105,89,43,0,103,Global
2022,0921-5093,6,6,5,2,0,6,Germany
2017,0921-5107,1,1,0,1,0,1,Global
2020,0921-5107,3,3,0,1,0,3,Global
2021,0921-5107,12,12,0,6,0,12,Global
2022,0921-5107,13,13,4,5,0,13,Global
2019,0921-5891,1,1,0,0,1,0,Global
2018,0921-7126,2,2,0,0,0,2,Global
2022,0921-7126,2,0,0,0,2,2,Global
2017,0921-7134,1,0,0,0,0,1,Global
2018,0921-7134,1,1,0,0,0,1,Global
2017,0921-8009,25,25,9,20,0,25,Global
2018,0921-8009,33,33,19,29,0,33,Global
2018,0921-8009,4,4,2,4,0,4,Germany
2019,0921-8009,30,30,20,27,0,30,Global
2019,0921-8009,3,3,2,3,0,3,Germany
2020,0921-8009,35,35,3,30,0,35,Global
2020,0921-8009,5,5,0,5,0,5,Germany
2021,0921-8009,86,86,3,72,0,86,Global
2021,0921-8009,8,8,0,6,0,8,Germany
2022,0921-8009,91,91,5,50,0,91,Global
2022,0921-8009,1,1,0,1,0,1,Germany
2017,0921-8181,10,10,4,8,0,10,Global
2018,0921-8181,13,13,6,12,0,13,Global
2018,0921-8181,1,1,0,1,0,1,Germany
2019,0921-8181,8,8,6,7,0,8,Global
2019,0921-8181,1,1,1,1,0,1,Germany
2020,0921-8181,28,28,0,24,0,28,Global
2020,0921-8181,4,4,0,4,0,4,Germany
2021,0921-8181,48,48,0,28,0,48,Global
2021,0921-8181,2,2,0,2,0,2,Germany
2022,0921-8181,46,46,0,18,0,46,Global
2022,0921-8181,4,4,0,1,0,4,Germany
2017,0921-8831,5,5,0,3,0,5,Global
2018,0921-8831,9,9,0,8,0,9,Global
2018,0921-8831,1,1,0,1,0,1,Germany
2019,0921-8831,10,10,5,9,0,10,Global
2019,0921-8831,1,1,1,1,0,1,Germany
2020,0921-8831,16,16,8,11,0,16,Global
2020,0921-8831,2,2,1,2,0,2,Germany
2021,0921-8831,26,26,14,13,0,26,Global
2021,0921-8831,2,2,1,2,0,2,Germany
2022,0921-8831,18,18,6,11,0,18,Global
2022,0921-8831,1,1,0,1,0,1,Germany
2017,0921-8890,11,11,6,9,0,11,Global
2017,0921-8890,1,1,0,0,0,1,Germany
2018,0921-8890,5,5,3,5,0,5,Global
2018,0921-8890,1,1,0,1,0,1,Germany
2019,0921-8890,4,4,2,4,0,4,Global
2019,0921-8890,1,1,1,1,0,1,Germany
2020,0921-8890,11,11,4,10,0,11,Global
2020,0921-8890,2,2,1,2,0,2,Germany
2021,0921-8890,12,12,9,9,0,12,Global
2022,0921-8890,25,25,22,10,0,25,Global
2022,0921-8890,2,2,2,1,0,2,Germany
2017,0921-8971,28,28,10,25,0,28,Global
2017,0921-8971,2,2,1,2,0,2,Germany
2018,0921-8971,23,23,13,18,0,21,Global
2018,0921-8971,2,2,1,1,0,1,Germany
2019,0921-8971,27,27,23,26,12,26,Global
2020,0921-8971,40,40,37,38,40,40,Global
2020,0921-8971,7,7,7,7,7,7,Germany
2021,0921-8971,57,57,42,51,57,57,Global
2021,0921-8971,9,9,8,9,9,9,Germany
2022,0921-8971,42,42,27,35,42,42,Global
2022,0921-8971,2,2,2,2,2,2,Germany
2017,0921-898X,36,36,8,34,0,36,Global
2017,0921-898X,4,4,0,4,0,4,Germany
2018,0921-898X,45,45,10,35,1,45,Global
2018,0921-898X,2,2,0,0,0,2,Germany
2019,0921-898X,41,41,14,36,28,41,Global
2019,0921-898X,4,4,1,4,3,4,Germany
2020,0921-898X,47,47,27,43,47,47,Global
2020,0921-898X,12,12,8,12,12,12,Germany
2021,0921-898X,67,67,51,40,66,67,Global
2021,0921-898X,16,16,13,13,15,16,Germany
2022,0921-898X,59,59,52,34,54,55,Global
2022,0921-898X,11,11,9,5,8,9,Germany
2017,0921-9668,7,7,2,5,0,7,Global
2018,0921-9668,9,9,6,4,0,9,Global
2019,0921-9668,8,8,6,8,0,8,Global
2020,0921-9668,5,5,3,5,5,5,Global
2020,0921-9668,1,1,1,1,1,1,Germany
2021,0921-9668,5,5,3,4,5,5,Global
2022,0921-9668,10,10,7,7,10,10,Global
2017,0922-1425,1,1,0,0,0,1,Global
2018,0922-1425,2,2,1,0,0,2,Global
2019,0922-1425,3,3,1,2,0,3,Global
2020,0922-1425,3,3,1,3,0,3,Global
2021,0922-1425,2,2,2,2,0,2,Global
2022,0922-1425,4,4,0,3,0,4,Global
2017,0922-1565,1,0,0,0,1,1,Global
2019,0922-1565,10,0,5,0,6,8,Global
2019,0922-1565,1,0,1,0,1,1,Germany
2020,0922-1565,16,0,6,0,13,9,Global
2020,0922-1565,1,0,0,0,1,1,Germany
2021,0922-1565,16,0,7,0,14,2,Global
2021,0922-1565,1,0,1,0,1,0,Germany
2022,0922-1565,24,0,10,0,23,0,Global
2022,0922-1565,2,0,1,0,2,0,Germany
2019,0922-2936,1,1,0,0,1,0,Global
2020,0922-2936,2,2,0,0,2,0,Global
2021,0922-2936,1,1,1,0,1,0,Global
2017,0922-4777,13,13,9,4,0,13,Global
2017,0922-4777,1,1,1,1,0,1,Germany
2018,0922-4777,13,13,10,7,0,13,Global
2018,0922-4777,2,2,2,1,0,2,Germany
2019,0922-4777,9,9,8,6,0,9,Global
2020,0922-4777,13,13,10,11,13,13,Global
2020,0922-4777,2,2,2,2,2,2,Germany
2021,0922-4777,26,26,25,25,26,26,Global
2021,0922-4777,6,6,6,6,6,6,Germany
2022,0922-4777,41,41,41,38,41,41,Global
2022,0922-4777,9,9,9,9,9,9,Germany
2017,0922-6028,8,0,0,0,0,8,Global
2017,0922-6028,1,0,0,0,0,1,Germany
2018,0922-6028,7,0,0,0,0,7,Global
2018,0922-6028,2,0,0,0,0,2,Germany
2019,0922-6028,6,0,0,0,0,6,Global
2019,0922-6028,1,0,0,0,0,1,Germany
2020,0922-6028,6,0,0,0,3,6,Global
2021,0922-6028,9,0,0,0,9,9,Global
2021,0922-6028,1,0,0,0,1,1,Germany
2022,0922-6028,2,0,0,0,2,2,Global
2022,0922-6028,1,0,0,0,1,1,Germany
2017,0922-6168,2,2,0,0,0,2,Global
2018,0922-6168,2,2,1,0,0,2,Global
2019,0922-6168,5,5,4,0,3,5,Global
2020,0922-6168,1,1,1,1,1,1,Global
2021,0922-6168,4,4,1,4,4,4,Global
2022,0922-6168,2,2,2,1,2,2,Global
2017,0922-6435,2,2,2,2,0,2,Global
2018,0922-6435,11,11,8,6,0,11,Global
2018,0922-6435,2,2,1,0,0,2,Germany
2019,0922-6435,3,3,3,3,0,3,Global
2020,0922-6435,7,7,7,7,7,7,Global
2021,0922-6435,86,86,82,58,86,85,Global
2021,0922-6435,8,8,8,5,8,8,Germany
2022,0922-6435,26,26,24,15,26,26,Global
2022,0922-6435,2,2,1,2,2,2,Germany
2017,0922-6443,12,12,5,12,0,12,Global
2018,0922-6443,4,4,4,4,0,4,Global
2018,0922-6443,1,1,1,1,0,1,Germany
2019,0922-6443,1,1,0,0,0,0,Global
2019,0922-6443,1,1,0,0,0,0,Germany
2020,0922-6443,3,3,2,2,2,3,Global
2020,0922-6443,2,2,2,2,1,2,Germany
2021,0922-6443,4,4,4,4,4,4,Global
2021,0922-6443,1,1,1,1,1,1,Germany
2022,0922-6443,6,6,4,5,4,4,Global
2022,0922-6443,2,2,0,2,0,0,Germany
2017,0922-6567,3,3,1,2,0,3,Global
2017,0922-6567,1,1,0,0,0,1,Germany
2019,0922-6567,3,3,3,2,0,3,Global
2020,0922-6567,4,4,4,3,4,4,Global
2021,0922-6567,9,9,8,7,9,9,Global
2021,0922-6567,1,1,1,1,1,1,Germany
2018,0922-680X,5,5,3,4,0,5,Global
2019,0922-680X,1,1,1,0,0,1,Global
2020,0922-680X,2,2,2,0,2,2,Global
2021,0922-680X,4,4,2,2,4,4,Global
2021,0922-680X,2,2,1,2,2,2,Germany
2022,0922-680X,2,2,2,2,2,2,Global
2022,0922-680X,1,1,1,1,1,1,Germany
2017,0923-0645,5,5,1,4,1,5,Global
2018,0923-0645,1,1,1,1,0,1,Global
2019,0923-0645,4,4,4,3,1,3,Global
2020,0923-0645,3,3,3,2,3,3,Global
2021,0923-0645,14,14,11,7,14,14,Global
2021,0923-0645,3,3,2,3,3,3,Germany
2022,0923-0645,10,10,10,8,10,10,Global
2022,0923-0645,1,1,1,1,1,1,Germany
2017,0923-1811,8,8,0,2,0,7,Global
2017,0923-1811,1,1,0,0,0,1,Germany
2018,0923-1811,2,2,0,2,0,2,Global
2019,0923-1811,11,11,0,10,0,11,Global
2019,0923-1811,1,1,0,1,0,1,Germany
2020,0923-1811,9,9,1,8,0,9,Global
2021,0923-1811,9,9,0,2,0,8,Global
2022,0923-1811,11,11,0,6,0,11,Global
2017,0923-2508,1,1,1,1,0,1,Global
2018,0923-2508,10,10,7,9,0,10,Global
2019,0923-2508,2,2,0,2,0,2,Global
2019,0923-2508,1,1,0,1,0,1,Germany
2020,0923-2508,4,4,2,4,0,4,Global
2021,0923-2508,5,5,4,1,0,5,Global
2022,0923-2508,5,5,4,1,0,5,Global
2017,0923-2958,4,4,2,3,0,4,Global
2018,0923-2958,3,3,2,2,0,3,Global
2019,0923-2958,9,9,9,9,3,9,Global
2020,0923-2958,11,11,10,11,11,11,Global
2021,0923-2958,18,18,16,13,18,18,Global
2022,0923-2958,11,11,10,10,11,11,Global
2022,0923-2958,1,1,1,1,1,1,Germany
2018,0923-4748,2,2,0,0,0,2,Global
2021,0923-4748,2,2,2,1,0,2,Global
2022,0923-4748,9,9,0,0,0,9,Global
2017,0923-4861,9,9,2,6,2,9,Global
2018,0923-4861,11,11,8,7,0,11,Global
2018,0923-4861,1,1,0,1,0,1,Germany
2019,0923-4861,5,5,4,5,0,5,Global
2019,0923-4861,1,1,1,1,0,1,Germany
2020,0923-4861,12,12,6,8,12,11,Global
2020,0923-4861,1,1,1,1,1,1,Germany
2021,0923-4861,10,10,8,7,10,10,Global
2022,0923-4861,11,11,10,9,11,11,Global
2019,0923-5965,7,7,2,6,0,7,Global
2020,0923-5965,3,3,2,2,0,3,Global
2020,0923-5965,1,1,1,0,0,1,Germany
2021,0923-5965,6,6,6,4,0,6,Global
2022,0923-5965,5,5,5,0,0,5,Global
2018,0923-6082,2,2,2,2,0,2,Global
2019,0923-6082,2,2,2,2,0,2,Global
2020,0923-6082,1,1,1,1,1,1,Global
2021,0923-6082,2,2,2,2,2,2,Global
2022,0923-6082,1,1,1,1,1,1,Global
2017,0923-7534,70,70,2,32,0,69,Global
2017,0923-7534,2,2,0,1,0,2,Germany
2018,0923-7534,72,72,21,53,0,71,Global
2018,0923-7534,6,6,2,3,0,6,Germany
2019,0923-7534,118,118,41,82,0,92,Global
2019,0923-7534,6,6,2,5,0,6,Germany
2020,0923-7534,53,53,5,47,0,49,Global
2020,0923-7534,4,4,0,4,0,4,Germany
2021,0923-7534,53,53,1,31,0,50,Global
2021,0923-7534,3,3,0,0,0,3,Germany
2022,0923-7534,42,42,2,14,0,41,Global
2022,0923-7534,2,2,0,0,0,2,Germany
2017,0923-7992,7,7,1,6,0,7,Global
2018,0923-7992,6,6,3,4,0,6,Global
2019,0923-7992,9,9,4,6,4,9,Global
2020,0923-7992,8,8,4,7,7,7,Global
2020,0923-7992,2,2,0,2,1,1,Germany
2021,0923-7992,9,9,8,4,9,9,Global
2021,0923-7992,1,1,1,1,1,1,Germany
2022,0923-7992,12,12,10,7,12,12,Global
2022,0923-7992,2,2,2,2,2,2,Germany
2017,0923-8174,3,3,2,0,0,3,Global
2019,0923-8174,3,3,2,0,0,3,Global
2021,0923-8174,6,6,4,4,6,6,Global
2021,0923-8174,4,4,2,2,4,4,Germany
2022,0923-8174,1,1,1,1,1,1,Global
2017,0923-9820,3,3,2,2,0,3,Global
2017,0923-9820,1,1,1,1,0,1,Germany
2018,0923-9820,5,5,3,4,0,5,Global
2018,0923-9820,2,2,2,1,0,2,Germany
2019,0923-9820,1,1,1,1,0,1,Global
2019,0923-9820,1,1,1,1,0,1,Germany
2020,0923-9820,4,4,4,3,4,4,Global
2020,0923-9820,2,2,2,1,2,2,Germany
2021,0923-9820,6,6,6,6,6,6,Global
2021,0923-9820,1,1,1,1,1,1,Germany
2022,0923-9820,3,3,2,3,3,3,Global
2017,0924-0136,9,9,0,8,0,9,Global
2018,0924-0136,7,7,1,6,0,7,Global
2018,0924-0136,2,2,0,1,0,2,Germany
2019,0924-0136,12,12,10,11,0,12,Global
2020,0924-0136,14,14,8,9,0,13,Global
2020,0924-0136,2,2,1,0,0,2,Germany
2021,0924-0136,24,24,14,19,0,24,Global
2021,0924-0136,5,5,4,2,0,5,Germany
2022,0924-0136,28,28,10,12,0,28,Global
2022,0924-0136,4,4,1,1,0,4,Germany
2020,0924-0519,14,14,9,0,12,0,Global
2021,0924-0519,12,12,10,4,12,0,Global
2022,0924-0519,8,8,7,1,8,0,Global
2022,0924-0519,1,1,1,0,1,0,Germany
2017,0924-090X,26,26,18,17,1,26,Global
2017,0924-090X,1,1,1,1,0,1,Germany
2018,0924-090X,39,39,26,32,0,39,Global
2018,0924-090X,2,2,1,2,0,2,Germany
2019,0924-090X,46,46,44,42,12,44,Global
2020,0924-090X,72,72,67,66,71,71,Global
2020,0924-090X,8,8,7,7,8,8,Germany
2021,0924-090X,107,107,97,86,107,107,Global
2021,0924-090X,12,12,11,12,12,12,Germany
2022,0924-090X,75,75,71,61,73,73,Global
2022,0924-090X,5,5,5,5,5,5,Germany
2017,0924-1868,2,2,1,2,0,2,Global
2018,0924-1868,3,3,3,2,0,3,Global
2019,0924-1868,7,7,7,7,0,7,Global
2019,0924-1868,1,1,1,1,0,1,Germany
2020,0924-1868,9,9,9,7,9,9,Global
2020,0924-1868,3,3,3,3,3,3,Germany
2021,0924-1868,11,11,11,10,11,11,Global
2021,0924-1868,2,2,2,2,2,2,Germany
2022,0924-1868,15,15,15,13,15,15,Global
2022,0924-1868,1,1,1,1,1,1,Germany
2018,0924-1884,1,0,1,0,1,1,Global
2019,0924-1884,2,0,2,0,2,2,Global
2020,0924-1884,1,0,1,0,1,1,Global
2021,0924-1884,4,0,4,0,4,4,Global
2017,0924-2031,5,5,1,4,0,5,Global
2017,0924-2031,1,1,0,1,0,1,Germany
2019,0924-2031,3,3,1,3,0,3,Global
2019,0924-2031,1,1,0,1,0,1,Germany
2020,0924-2031,1,1,0,0,0,1,Global
2021,0924-2031,1,1,1,0,0,1,Global
2022,0924-2031,4,4,1,2,0,4,Global
2017,0924-2244,6,6,2,4,0,6,Global
2017,0924-2244,1,1,0,1,0,1,Germany
2018,0924-2244,16,16,8,15,0,16,Global
2018,0924-2244,2,2,0,2,0,2,Germany
2019,0924-2244,20,20,8,17,0,20,Global
2020,0924-2244,28,28,11,21,0,28,Global
2021,0924-2244,66,66,53,37,0,66,Global
2021,0924-2244,1,1,1,1,0,1,Germany
2022,0924-2244,45,45,40,16,0,45,Global
2022,0924-2244,1,1,1,1,0,1,Germany
2017,0924-2708,3,0,2,0,3,3,Global
2018,0924-2708,3,0,2,0,3,3,Global
2019,0924-2708,6,0,3,0,5,5,Global
2020,0924-2708,8,0,8,0,6,8,Global
2020,0924-2708,1,0,1,0,1,1,Germany
2021,0924-2708,15,0,14,0,13,14,Global
2021,0924-2708,1,0,1,0,1,1,Germany
2022,0924-2708,7,0,7,0,7,7,Global
2017,0924-2716,12,12,1,9,0,12,Global
2017,0924-2716,3,3,1,0,0,3,Germany
2018,0924-2716,24,24,13,17,0,24,Global
2018,0924-2716,5,5,5,3,0,5,Germany
2019,0924-2716,23,23,16,20,0,23,Global
2019,0924-2716,5,5,5,5,0,5,Germany
2020,0924-2716,39,39,29,24,0,39,Global
2020,0924-2716,6,6,6,5,0,6,Germany
2021,0924-2716,47,47,1,32,0,47,Global
2021,0924-2716,6,6,0,5,0,6,Germany
2022,0924-2716,59,59,10,24,0,59,Global
2022,0924-2716,6,6,2,2,0,6,Germany
2020,0924-3046,2,0,2,1,0,2,Global
2021,0924-3046,2,0,2,1,0,2,Global
2022,0924-3046,4,0,3,3,0,4,Global
2017,0924-3453,5,5,4,1,0,5,Global
2018,0924-3453,5,5,5,4,0,5,Global
2018,0924-3453,1,1,1,1,0,1,Germany
2019,0924-3453,5,2,4,2,0,5,Global
2019,0924-3453,1,0,1,1,0,1,Germany
2020,0924-3453,2,0,2,1,0,2,Global
2020,0924-3453,1,0,1,1,0,1,Germany
2021,0924-3453,6,0,6,0,0,6,Global
2022,0924-3453,5,0,5,2,0,5,Global
2017,0924-4247,13,13,0,8,0,12,Global
2017,0924-4247,1,1,0,1,0,1,Germany
2018,0924-4247,6,6,2,5,0,6,Global
2019,0924-4247,4,4,1,4,0,4,Global
2020,0924-4247,18,18,1,15,0,18,Global
2020,0924-4247,1,1,0,1,0,1,Germany
2021,0924-4247,32,32,25,26,0,31,Global
2021,0924-4247,2,2,2,1,0,2,Germany
2022,0924-4247,36,36,2,25,0,36,Global
2022,0924-4247,4,4,0,3,0,4,Germany
2017,0924-6460,13,13,7,13,0,13,Global
2018,0924-6460,21,21,13,16,0,21,Global
2018,0924-6460,1,1,0,1,0,1,Germany
2019,0924-6460,19,19,18,11,5,19,Global
2019,0924-6460,3,3,3,2,2,3,Germany
2020,0924-6460,41,41,30,23,40,41,Global
2020,0924-6460,3,3,2,3,3,3,Germany
2021,0924-6460,47,47,36,39,47,47,Global
2021,0924-6460,11,11,7,11,11,11,Germany
2022,0924-6460,35,35,30,27,34,34,Global
2022,0924-6460,8,8,6,8,8,8,Germany
2017,0924-6479,2,0,0,0,0,2,Global
2018,0924-6479,3,0,0,0,0,3,Global
2019,0924-6479,2,0,0,0,0,2,Global
2020,0924-6479,3,0,0,0,0,2,Global
2021,0924-6479,1,0,0,0,1,1,Global
2022,0924-6479,1,0,0,0,1,1,Global
2017,0924-6495,9,9,7,3,0,9,Global
2017,0924-6495,1,1,1,0,0,1,Germany
2018,0924-6495,8,8,6,4,0,8,Global
2019,0924-6495,7,7,6,3,4,7,Global
2020,0924-6495,23,23,19,14,23,23,Global
2020,0924-6495,2,2,2,2,2,2,Germany
2021,0924-6495,18,18,16,15,15,17,Global
2021,0924-6495,5,5,3,5,3,5,Germany
2022,0924-6495,22,22,19,13,19,20,Global
2022,0924-6495,3,3,2,3,2,3,Germany
2017,0924-669X,5,5,1,2,0,5,Global
2018,0924-669X,5,5,4,3,0,4,Global
2019,0924-669X,7,7,7,4,3,7,Global
2020,0924-669X,23,23,18,14,23,23,Global
2020,0924-669X,1,1,1,0,1,1,Germany
2021,0924-669X,48,48,42,34,48,48,Global
2021,0924-669X,1,1,1,1,1,1,Germany
2022,0924-669X,74,74,66,59,73,74,Global
2022,0924-669X,8,8,8,7,8,8,Germany
2017,0924-6703,1,1,0,1,0,1,Global
2017,0924-6703,1,1,0,1,0,1,Germany
2018,0924-6703,1,1,1,0,0,1,Global
2019,0924-6703,4,4,4,2,2,4,Global
2019,0924-6703,1,1,1,0,1,1,Germany
2020,0924-6703,7,7,3,5,7,7,Global
2020,0924-6703,1,1,0,1,1,1,Germany
2021,0924-6703,5,5,5,3,5,5,Global
2021,0924-6703,1,1,1,1,1,1,Germany
2022,0924-6703,3,3,3,2,2,2,Global
2022,0924-6703,1,1,1,1,1,1,Germany
2017,0924-7963,4,4,1,3,0,4,Global
2018,0924-7963,7,7,5,7,0,7,Global
2018,0924-7963,1,1,1,1,0,1,Germany
2019,0924-7963,5,5,2,4,0,5,Global
2020,0924-7963,7,7,0,6,0,7,Global
2021,0924-7963,10,10,1,9,0,10,Global
2022,0924-7963,9,9,1,3,0,9,Global
2022,0924-7963,1,1,0,0,0,1,Germany
