cr_year,issn_l,article_total,tdm_total,orcid_total,funder_total,abstract_total,ref_total,cat
2017,0924-8463,14,14,1,0,0,13,Global
2018,0924-8463,7,7,6,2,0,7,Global
2019,0924-8463,3,3,3,1,0,3,Global
2020,0924-8463,8,8,5,4,7,8,Global
2020,0924-8463,1,1,0,1,1,1,Germany
2021,0924-8463,10,10,10,8,10,10,Global
2022,0924-8463,13,13,12,7,13,13,Global
2022,0924-8463,1,1,1,1,1,1,Germany
2017,0924-8579,7,7,4,6,0,7,Global
2018,0924-8579,5,5,0,4,0,5,Global
2019,0924-8579,16,16,11,12,0,16,Global
2019,0924-8579,2,2,1,1,0,2,Germany
2020,0924-8579,27,27,22,9,0,26,Global
2020,0924-8579,1,1,1,0,0,1,Germany
2021,0924-8579,27,27,22,14,0,26,Global
2021,0924-8579,2,2,2,0,0,2,Germany
2022,0924-8579,29,29,27,7,0,28,Global
2017,0924-865X,3,3,1,0,0,3,Global
2018,0924-865X,7,7,4,2,0,7,Global
2019,0924-865X,10,10,6,2,5,10,Global
2020,0924-865X,15,15,12,4,15,15,Global
2020,0924-865X,2,2,2,2,2,2,Germany
2021,0924-865X,15,15,13,5,15,15,Global
2021,0924-865X,1,1,1,1,1,1,Germany
2022,0924-865X,21,21,19,5,21,21,Global
2022,0924-865X,1,1,1,1,1,1,Germany
2018,0924-9265,1,1,0,0,1,1,Global
2017,0924-977X,14,14,0,7,0,14,Global
2017,0924-977X,3,3,0,2,0,3,Germany
2018,0924-977X,11,11,4,9,0,11,Global
2018,0924-977X,1,1,0,0,0,1,Germany
2019,0924-977X,14,14,9,6,0,14,Global
2019,0924-977X,5,5,3,4,0,5,Germany
2020,0924-977X,20,20,2,10,0,20,Global
2020,0924-977X,2,2,0,2,0,2,Germany
2021,0924-977X,26,26,1,14,0,24,Global
2021,0924-977X,1,1,1,0,0,1,Germany
2022,0924-977X,29,29,27,9,0,29,Global
2022,0924-977X,4,4,4,1,0,4,Germany
2017,0924-9907,11,11,8,8,0,11,Global
2017,0924-9907,1,1,1,0,0,1,Germany
2018,0924-9907,7,7,4,7,0,7,Global
2019,0924-9907,11,11,11,10,9,10,Global
2019,0924-9907,1,1,1,1,1,1,Germany
2020,0924-9907,16,16,14,15,15,16,Global
2020,0924-9907,5,5,4,5,4,5,Germany
2021,0924-9907,11,11,10,9,10,10,Global
2021,0924-9907,4,4,3,3,3,3,Germany
2022,0924-9907,22,22,20,17,22,22,Global
2022,0924-9907,2,2,0,2,2,2,Germany
2017,0925-1022,3,3,0,3,0,3,Global
2018,0925-1022,10,10,5,7,0,10,Global
2019,0925-1022,4,4,3,3,2,3,Global
2020,0925-1022,18,18,15,17,18,18,Global
2020,0925-1022,6,6,5,5,6,6,Germany
2021,0925-1022,20,20,16,15,20,19,Global
2021,0925-1022,2,2,2,1,2,1,Germany
2022,0925-1022,24,24,18,19,24,24,Global
2022,0925-1022,5,5,3,5,5,5,Germany
2017,0925-1030,4,4,3,1,1,4,Global
2018,0925-1030,7,7,6,3,0,7,Global
2019,0925-1030,4,4,4,0,0,4,Global
2020,0925-1030,4,4,2,3,4,4,Global
2021,0925-1030,7,7,6,3,7,7,Global
2022,0925-1030,4,4,3,4,4,4,Global
2017,0925-2312,10,10,5,8,0,10,Global
2017,0925-2312,2,2,0,2,0,2,Germany
2018,0925-2312,13,13,7,6,0,13,Global
2018,0925-2312,3,3,3,1,0,3,Germany
2019,0925-2312,18,18,12,11,0,17,Global
2019,0925-2312,3,3,1,1,0,3,Germany
2020,0925-2312,27,27,14,18,0,27,Global
2021,0925-2312,62,62,1,45,0,60,Global
2021,0925-2312,1,1,0,1,0,1,Germany
2022,0925-2312,76,76,4,35,0,76,Global
2022,0925-2312,2,2,0,1,0,2,Germany
2017,0925-2738,14,14,10,14,0,14,Global
2017,0925-2738,1,1,1,1,0,1,Germany
2018,0925-2738,12,12,10,12,1,12,Global
2018,0925-2738,2,2,2,2,0,2,Germany
2019,0925-2738,22,22,21,19,11,21,Global
2019,0925-2738,6,6,6,5,3,6,Germany
2020,0925-2738,21,21,19,19,21,21,Global
2020,0925-2738,6,6,4,5,6,6,Germany
2021,0925-2738,14,14,13,14,14,14,Global
2021,0925-2738,2,2,2,2,2,2,Germany
2022,0925-2738,8,8,8,8,8,8,Global
2022,0925-2738,3,3,3,3,3,3,Germany
2017,0925-3467,3,3,0,3,0,3,Global
2018,0925-3467,2,2,0,1,0,2,Global
2019,0925-3467,5,5,3,3,0,5,Global
2019,0925-3467,1,1,1,0,0,1,Germany
2021,0925-3467,12,12,7,4,0,12,Global
2021,0925-3467,3,3,3,1,0,3,Germany
2022,0925-3467,15,15,13,4,0,15,Global
2022,0925-3467,2,2,2,0,0,2,Germany
2017,0925-4005,18,18,3,18,0,18,Global
2017,0925-4005,2,2,0,2,0,2,Germany
2018,0925-4005,24,24,4,22,0,24,Global
2018,0925-4005,2,2,0,1,0,2,Germany
2019,0925-4005,21,21,16,19,0,21,Global
2020,0925-4005,24,24,20,23,0,24,Global
2020,0925-4005,2,2,1,1,0,2,Germany
2021,0925-4005,63,63,46,53,0,63,Global
2021,0925-4005,2,2,1,2,0,2,Germany
2022,0925-4005,87,87,3,47,0,87,Global
2022,0925-4005,3,3,0,2,0,3,Germany
2017,0925-4439,11,11,4,7,0,11,Global
2017,0925-4439,1,1,1,0,0,1,Germany
2018,0925-4439,27,27,0,26,0,27,Global
2019,0925-4439,27,27,2,26,0,27,Global
2019,0925-4439,5,5,0,5,0,5,Germany
2020,0925-4439,26,26,1,21,0,25,Global
2020,0925-4439,1,1,0,0,0,0,Germany
2021,0925-4439,31,31,0,24,0,31,Global
2022,0925-4439,37,37,0,13,0,37,Global
2022,0925-4439,2,2,0,1,0,2,Germany
2017,0925-4560,2,2,0,1,0,2,Global
2018,0925-4560,6,6,3,3,0,6,Global
2019,0925-4560,8,8,6,2,5,8,Global
2020,0925-4560,20,20,8,14,13,14,Global
2020,0925-4560,6,6,3,3,3,3,Germany
2021,0925-4560,22,22,11,18,13,21,Global
2021,0925-4560,13,13,4,12,5,13,Germany
2022,0925-4560,10,10,10,9,9,9,Global
2022,0925-4560,1,1,1,1,1,1,Germany
2017,0925-4692,9,9,4,6,0,9,Global
2018,0925-4692,5,5,3,3,0,4,Global
2018,0925-4692,1,1,1,1,0,1,Germany
2019,0925-4692,3,3,3,2,1,3,Global
2020,0925-4692,8,8,8,3,8,8,Global
2021,0925-4692,8,8,7,5,7,8,Global
2022,0925-4692,36,36,35,29,34,34,Global
2021,0925-4757,1,0,0,0,1,0,Global
2017,0925-4773,7,7,3,4,0,7,Global
2017,0925-4773,2,2,1,2,0,2,Germany
2018,0925-4773,2,2,2,2,0,2,Global
2019,0925-4773,1,1,1,1,0,1,Global
2020,0925-4773,7,7,1,7,0,7,Global
2017,0925-4927,9,9,0,5,0,9,Global
2017,0925-4927,1,1,0,1,0,1,Germany
2018,0925-4927,5,5,1,4,0,5,Global
2019,0925-4927,4,4,1,3,0,4,Global
2020,0925-4927,12,12,0,8,0,12,Global
2020,0925-4927,3,3,0,2,0,3,Germany
2021,0925-4927,13,13,0,4,0,13,Global
2022,0925-4927,7,7,1,3,0,7,Global
2017,0925-4994,19,19,3,17,0,19,Global
2018,0925-4994,10,10,8,10,0,10,Global
2019,0925-4994,11,11,8,10,1,11,Global
2020,0925-4994,8,8,6,7,7,7,Global
2021,0925-4994,17,17,16,10,17,17,Global
2021,0925-4994,1,1,1,1,1,1,Germany
2022,0925-4994,11,11,11,6,11,11,Global
2022,0925-4994,1,1,1,1,1,1,Germany
2017,0925-5001,3,3,3,3,0,3,Global
2018,0925-5001,11,11,7,9,1,11,Global
2018,0925-5001,1,1,1,1,1,1,Germany
2019,0925-5001,10,10,9,9,2,9,Global
2020,0925-5001,14,14,14,13,14,14,Global
2020,0925-5001,8,8,8,8,8,8,Germany
2021,0925-5001,35,35,33,27,34,35,Global
2021,0925-5001,9,9,9,8,9,9,Germany
2022,0925-5001,27,27,26,23,27,26,Global
2022,0925-5001,6,6,6,6,6,6,Germany
2017,0925-5214,2,2,0,2,0,2,Global
2018,0925-5214,4,4,0,2,0,4,Global
2019,0925-5214,5,5,4,5,0,5,Global
2019,0925-5214,1,1,1,1,0,1,Germany
2020,0925-5214,15,15,1,14,0,15,Global
2021,0925-5214,17,17,14,12,0,17,Global
2022,0925-5214,19,19,4,8,0,19,Global
2022,0925-5214,1,1,0,0,0,1,Germany
2017,0925-5273,10,10,0,6,0,10,Global
2018,0925-5273,7,7,0,5,0,7,Global
2018,0925-5273,1,1,0,0,0,1,Germany
2019,0925-5273,8,8,0,5,0,8,Global
2019,0925-5273,1,1,0,0,0,1,Germany
2020,0925-5273,11,11,1,9,0,11,Global
2020,0925-5273,1,1,0,1,0,1,Germany
2021,0925-5273,32,32,12,15,0,32,Global
2021,0925-5273,1,1,0,1,0,1,Germany
2022,0925-5273,36,36,33,17,0,36,Global
2022,0925-5710,17,17,14,12,17,17,Global
2022,0925-5710,2,2,2,1,2,2,Germany
2017,0925-7535,11,11,2,5,0,11,Global
2018,0925-7535,17,17,3,7,0,17,Global
2019,0925-7535,29,29,11,21,0,29,Global
2020,0925-7535,46,46,5,25,0,46,Global
2020,0925-7535,2,2,0,2,0,2,Germany
2021,0925-7535,63,63,18,36,0,63,Global
2021,0925-7535,2,2,0,2,0,2,Germany
2022,0925-7535,67,67,23,31,0,67,Global
2022,0925-7535,1,1,1,0,0,1,Germany
2018,0925-7721,1,1,0,1,0,1,Global
2021,0925-7721,4,4,3,4,0,4,Global
2022,0925-7721,4,4,4,3,0,4,Global
2017,0925-8388,8,8,4,8,0,8,Global
2018,0925-8388,12,12,11,12,0,12,Global
2018,0925-8388,2,2,1,2,0,2,Germany
2019,0925-8388,18,18,15,17,0,18,Global
2019,0925-8388,2,2,2,2,0,2,Germany
2020,0925-8388,44,44,17,42,0,44,Global
2020,0925-8388,4,4,3,4,0,4,Germany
2021,0925-8388,100,100,31,85,0,100,Global
2021,0925-8388,7,7,2,7,0,7,Germany
2022,0925-8388,132,132,0,79,0,131,Global
2022,0925-8388,10,10,0,6,0,10,Germany
2017,0925-8531,2,2,1,2,0,2,Global
2018,0925-8531,4,4,3,4,0,4,Global
2018,0925-8531,1,1,0,1,0,1,Germany
2019,0925-8531,11,11,9,8,2,11,Global
2020,0925-8531,5,5,3,4,5,5,Global
2021,0925-8531,11,11,8,10,11,11,Global
2021,0925-8531,4,4,4,4,4,4,Germany
2022,0925-8531,11,11,9,7,11,11,Global
2017,0925-854X,4,4,4,4,0,4,Global
2018,0925-854X,2,2,1,1,0,2,Global
2019,0925-854X,4,4,4,4,2,4,Global
2019,0925-854X,1,1,1,1,0,1,Germany
2020,0925-854X,4,4,2,4,4,4,Global
2020,0925-854X,3,3,2,3,3,3,Germany
2021,0925-854X,3,3,2,2,3,3,Global
2022,0925-854X,5,5,4,1,5,5,Global
2017,0925-8558,1,1,0,0,0,1,Global
2018,0925-8558,1,1,0,1,0,1,Global
2019,0925-8558,2,2,0,0,1,2,Global
2020,0925-8558,2,2,0,0,2,2,Global
2021,0925-8558,1,1,0,0,1,1,Global
2022,0925-8558,1,1,0,1,1,1,Global
2017,0925-8574,12,12,1,7,0,12,Global
2017,0925-8574,2,2,0,1,0,2,Germany
2018,0925-8574,9,9,0,5,0,9,Global
2019,0925-8574,16,16,3,12,0,16,Global
2020,0925-8574,14,14,6,14,0,14,Global
2020,0925-8574,1,1,1,1,0,1,Germany
2021,0925-8574,22,22,0,15,0,22,Global
2021,0925-8574,2,2,0,1,0,2,Germany
2022,0925-8574,48,48,1,19,0,48,Global
2022,0925-8574,3,3,0,1,0,3,Germany
2017,0925-9392,2,2,0,0,0,2,Global
2018,0925-9392,2,2,0,0,0,2,Global
2019,0925-9392,10,10,7,6,3,10,Global
2020,0925-9392,10,10,10,4,10,10,Global
2021,0925-9392,17,17,14,8,17,16,Global
2021,0925-9392,2,2,2,2,2,1,Germany
2022,0925-9392,9,9,8,6,8,9,Global
2022,0925-9392,3,3,3,3,2,3,Germany
2017,0925-9635,3,3,1,2,0,3,Global
2018,0925-9635,5,5,4,4,0,5,Global
2018,0925-9635,1,1,1,1,0,1,Germany
2019,0925-9635,4,4,1,2,0,4,Global
2020,0925-9635,8,8,0,5,0,8,Global
2020,0925-9635,1,1,0,1,0,1,Germany
2021,0925-9635,13,13,0,9,0,13,Global
2021,0925-9635,1,1,0,1,0,1,Germany
2022,0925-9635,11,11,1,6,0,11,Global
2022,0925-9635,2,2,0,2,0,2,Germany
2017,0925-9724,7,7,6,5,0,7,Global
2018,0925-9724,10,10,8,9,0,10,Global
2019,0925-9724,6,6,6,3,0,6,Global
2020,0925-9724,10,10,10,8,10,10,Global
2020,0925-9724,3,3,3,2,3,3,Germany
2021,0925-9724,18,18,16,14,17,17,Global
2021,0925-9724,4,4,3,3,3,3,Germany
2022,0925-9724,18,18,14,14,16,18,Global
2022,0925-9724,8,8,5,8,6,8,Germany
2017,0925-9856,12,12,8,12,0,12,Global
2018,0925-9856,3,3,3,2,0,3,Global
2019,0925-9856,5,5,3,5,3,5,Global
2020,0925-9856,3,3,2,3,3,3,Global
2020,0925-9856,1,1,1,1,1,1,Germany
2021,0925-9856,12,12,8,12,12,12,Global
2022,0925-9856,3,3,3,3,3,3,Global
2017,0925-9864,16,16,9,12,1,16,Global
2018,0925-9864,11,11,7,4,0,10,Global
2018,0925-9864,2,2,2,1,0,2,Germany
2019,0925-9864,14,14,10,9,3,14,Global
2020,0925-9864,16,16,9,10,15,15,Global
2020,0925-9864,1,1,0,1,1,1,Germany
2021,0925-9864,24,24,21,20,24,24,Global
2022,0925-9864,17,17,13,14,16,16,Global
2018,0925-9880,1,1,0,0,1,0,Global
2020,0925-9880,4,4,0,0,4,0,Global
2021,0925-9880,1,1,0,0,1,0,Global
2022,0925-9880,7,7,0,0,7,0,Global
2017,0925-9899,3,3,1,3,0,3,Global
2018,0925-9899,6,6,4,5,0,6,Global
2019,0925-9899,5,5,4,5,3,5,Global
2019,0925-9899,1,1,1,1,1,1,Germany
2020,0925-9899,6,6,6,6,6,6,Global
2020,0925-9899,1,1,1,1,1,1,Germany
2021,0925-9899,20,20,17,17,19,20,Global
2021,0925-9899,8,8,6,8,7,8,Germany
2022,0925-9899,11,11,10,9,10,10,Global
2022,0925-9899,2,2,2,2,2,2,Germany
2017,0925-9902,13,13,7,6,0,13,Global
2018,0925-9902,9,9,4,4,1,9,Global
2019,0925-9902,3,3,2,3,1,3,Global
2020,0925-9902,6,6,4,3,6,6,Global
2021,0925-9902,15,15,14,10,15,15,Global
2021,0925-9902,1,1,1,0,1,1,Germany
2022,0925-9902,14,14,7,7,14,14,Global
2017,0926-2040,3,3,0,3,0,3,Global
2018,0926-2040,2,2,1,2,0,2,Global
2019,0926-2040,5,5,3,5,0,5,Global
2019,0926-2040,1,1,1,1,0,1,Germany
2020,0926-2040,2,2,1,1,0,2,Global
2021,0926-2040,1,1,1,1,0,1,Global
2022,0926-2040,5,5,3,4,0,5,Global
2017,0926-2245,1,1,0,1,0,1,Global
2018,0926-2245,1,1,1,1,0,1,Global
2020,0926-2245,2,2,0,2,0,2,Global
2021,0926-2245,5,5,5,1,0,5,Global
2021,0926-2245,1,1,1,0,0,1,Germany
2022,0926-2245,8,8,4,3,0,8,Global
2020,0926-227X,1,0,0,0,0,1,Global
2022,0926-227X,2,0,0,0,2,2,Global
2017,0926-2601,9,9,4,5,0,9,Global
2017,0926-2601,1,1,1,1,0,1,Germany
2018,0926-2601,11,11,3,5,0,11,Global
2019,0926-2601,7,7,6,5,3,7,Global
2020,0926-2601,14,14,12,9,14,14,Global
2020,0926-2601,4,4,4,2,4,4,Germany
2021,0926-2601,27,27,20,20,27,27,Global
2021,0926-2601,4,4,2,3,4,4,Germany
2022,0926-2601,28,28,21,21,26,26,Global
2022,0926-2601,5,5,3,4,4,4,Germany
2017,0926-2644,4,4,2,3,0,4,Global
2018,0926-2644,8,8,8,3,0,8,Global
2019,0926-2644,2,2,2,2,0,2,Global
2020,0926-2644,12,12,10,7,12,12,Global
2020,0926-2644,1,1,1,0,1,1,Germany
2021,0926-2644,15,15,14,10,14,14,Global
2021,0926-2644,4,4,4,3,3,3,Germany
2022,0926-2644,7,7,5,6,6,6,Global
2022,0926-2644,3,3,2,3,2,2,Germany
2017,0926-3373,15,15,3,15,0,15,Global
2018,0926-3373,38,38,7,36,0,38,Global
2018,0926-3373,1,1,0,1,0,1,Germany
2019,0926-3373,17,17,13,17,0,17,Global
2020,0926-3373,26,26,25,23,0,26,Global
2021,0926-3373,42,42,37,41,0,42,Global
2022,0926-3373,41,41,2,22,0,41,Global
2017,0926-5805,2,2,1,2,0,2,Global
2018,0926-5805,9,9,3,6,0,9,Global
2019,0926-5805,12,12,7,8,0,12,Global
2020,0926-5805,19,19,1,14,0,19,Global
2020,0926-5805,2,2,0,2,0,2,Germany
2021,0926-5805,55,55,4,33,0,55,Global
2022,0926-5805,93,93,8,28,0,93,Global
2022,0926-5805,3,3,1,2,0,3,Germany
2017,0926-6003,9,9,7,8,0,9,Global
2018,0926-6003,7,7,3,4,0,7,Global
2019,0926-6003,6,6,6,5,1,6,Global
2020,0926-6003,13,13,9,8,13,13,Global
2020,0926-6003,8,8,5,4,8,8,Germany
2021,0926-6003,25,25,23,22,24,24,Global
2021,0926-6003,7,7,5,6,6,6,Germany
2022,0926-6003,26,26,24,23,26,26,Global
2022,0926-6003,8,8,7,8,8,8,Germany
2017,0926-6690,13,13,0,8,0,12,Global
2018,0926-6690,6,6,6,5,0,6,Global
2019,0926-6690,13,13,11,9,0,13,Global
2020,0926-6690,32,32,28,32,0,32,Global
2020,0926-6690,1,1,1,1,0,1,Germany
2021,0926-6690,57,57,41,36,0,57,Global
2021,0926-6690,2,2,2,2,0,2,Germany
2022,0926-6690,82,82,0,27,0,82,Global
2022,0926-6690,1,1,0,1,0,1,Germany
2017,0926-7220,12,12,7,11,0,12,Global
2017,0926-7220,1,1,0,1,0,1,Germany
2018,0926-7220,6,6,3,4,0,6,Global
2019,0926-7220,8,8,7,5,3,6,Global
2020,0926-7220,13,13,13,11,11,11,Global
2020,0926-7220,2,2,2,2,2,2,Germany
2021,0926-7220,23,23,23,16,23,21,Global
2021,0926-7220,2,2,2,1,2,1,Germany
2022,0926-7220,23,23,20,14,23,23,Global
2022,0926-7220,3,3,3,3,3,3,Germany
2017,0926-860X,5,5,0,4,0,5,Global
2018,0926-860X,12,12,2,11,0,12,Global
2019,0926-860X,9,9,9,9,0,9,Global
2020,0926-860X,16,16,13,13,0,16,Global
2021,0926-860X,22,22,16,16,0,22,Global
2022,0926-860X,19,19,2,14,0,19,Global
2017,0926-8782,1,1,0,1,0,1,Global
2018,0926-8782,1,1,1,1,0,1,Global
2019,0926-8782,2,2,2,2,1,2,Global
2020,0926-8782,5,5,3,4,5,5,Global
2020,0926-8782,4,4,3,3,4,4,Germany
2021,0926-8782,6,6,4,6,6,6,Global
2021,0926-8782,5,5,4,5,5,5,Germany
2022,0926-8782,8,8,5,6,8,8,Global
2022,0926-8782,1,1,1,1,1,1,Germany
2017,0926-9851,4,4,0,2,0,4,Global
2017,0926-9851,1,1,0,0,0,1,Germany
2018,0926-9851,5,5,3,5,0,5,Global
2019,0926-9851,6,6,2,5,0,6,Global
2019,0926-9851,1,1,0,0,0,1,Germany
2020,0926-9851,11,11,1,8,0,11,Global
2020,0926-9851,5,5,1,2,0,5,Germany
2021,0926-9851,11,11,0,7,0,11,Global
2021,0926-9851,1,1,0,1,0,1,Germany
2022,0926-9851,16,16,1,7,0,16,Global
2022,0926-9851,1,1,0,1,0,1,Germany
2017,0926-9959,20,20,1,18,0,20,Global
2017,0926-9959,2,2,0,1,0,2,Germany
2018,0926-9959,31,31,6,24,0,31,Global
2018,0926-9959,9,9,1,7,0,9,Germany
2019,0926-9959,64,64,28,20,0,64,Global
2019,0926-9959,19,19,10,4,0,19,Germany
2020,0926-9959,130,130,115,34,0,130,Global
2020,0926-9959,63,63,58,12,0,63,Germany
2021,0926-9959,108,108,99,31,0,106,Global
2021,0926-9959,52,52,48,14,0,51,Germany
2022,0926-9959,112,112,104,40,0,109,Global
2022,0926-9959,44,44,42,19,0,43,Germany
2017,0927-0248,21,21,0,19,0,21,Global
2018,0927-0248,22,22,4,20,0,22,Global
2018,0927-0248,2,2,1,2,0,2,Germany
2019,0927-0248,25,25,5,23,0,25,Global
2019,0927-0248,3,3,0,3,0,3,Germany
2020,0927-0248,14,14,0,14,0,14,Global
2020,0927-0248,3,3,0,3,0,3,Germany
2021,0927-0248,35,35,26,23,0,34,Global
2021,0927-0248,3,3,2,1,0,3,Germany
2022,0927-0248,52,52,46,20,0,52,Global
2022,0927-0248,4,4,2,2,0,4,Germany
2017,0927-0256,4,4,0,2,0,4,Global
2017,0927-0256,1,1,0,0,0,1,Germany
2018,0927-0256,7,7,2,5,0,7,Global
2019,0927-0256,10,10,6,9,0,10,Global
2019,0927-0256,3,3,1,2,0,3,Germany
2020,0927-0256,27,27,20,17,0,27,Global
2020,0927-0256,3,3,1,2,0,3,Germany
2021,0927-0256,48,48,12,33,0,48,Global
2021,0927-0256,5,5,2,4,0,5,Germany
2022,0927-0256,42,42,31,28,0,42,Global
2022,0927-0256,1,1,0,1,0,1,Germany
2020,0927-2569,3,3,0,0,3,3,Global
2021,0927-2569,10,10,0,0,10,1,Global
2021,0927-2569,2,2,0,0,2,0,Germany
2017,0927-2852,4,4,3,4,0,4,Global
2018,0927-2852,2,2,2,1,0,2,Global
2019,0927-2852,4,4,2,4,1,4,Global
2020,0927-2852,8,8,6,8,8,8,Global
2020,0927-2852,2,2,2,2,2,2,Germany
2021,0927-2852,7,7,6,6,7,7,Global
2021,0927-2852,1,1,1,1,1,1,Germany
2022,0927-2852,7,7,6,5,7,7,Global
2017,0927-3131,1,1,0,0,1,0,Global
2020,0927-3131,5,5,0,0,5,0,Global
2021,0927-3131,1,1,1,0,1,0,Global
2022,0927-3131,4,4,4,0,4,4,Global
2018,0927-3522,6,6,0,0,6,0,Global
2019,0927-3522,6,6,0,0,6,0,Global
2020,0927-3522,5,5,0,0,5,0,Global
2021,0927-3522,3,3,2,0,3,0,Global
2022,0927-3522,8,8,8,0,8,0,Global
2017,0927-3948,4,4,0,4,0,4,Global
2017,0927-3948,1,1,0,1,0,1,Germany
2018,0927-3948,2,1,1,1,0,2,Global
2019,0927-3948,3,0,2,1,0,3,Global
2020,0927-3948,8,0,5,4,0,8,Global
2021,0927-3948,13,0,8,7,0,13,Global
2022,0927-3948,8,0,6,7,0,8,Global
2021,0927-3972,4,0,1,2,0,4,Global
2022,0927-3972,2,0,2,2,0,2,Global
2017,0927-5371,6,6,0,4,0,6,Global
2018,0927-5371,9,9,6,6,0,9,Global
2018,0927-5371,1,1,1,1,0,1,Germany
2019,0927-5371,9,9,6,7,0,9,Global
2019,0927-5371,1,1,1,1,0,1,Germany
2020,0927-5371,17,17,11,4,0,17,Global
2020,0927-5371,1,1,1,0,0,1,Germany
2021,0927-5371,15,15,4,10,0,15,Global
2021,0927-5371,1,1,1,1,0,1,Germany
2022,0927-5371,46,46,28,21,0,46,Global
2022,0927-5371,4,4,3,2,0,4,Germany
2018,0927-538X,1,1,1,0,0,1,Global
2019,0927-538X,2,2,0,1,0,2,Global
2020,0927-538X,1,1,0,1,0,1,Global
2021,0927-538X,5,5,0,4,0,5,Global
2022,0927-538X,3,3,0,2,0,3,Global
2017,0927-5398,2,2,0,0,0,2,Global
2019,0927-5398,1,1,0,1,0,1,Global
2020,0927-5398,2,2,0,1,0,2,Global
2021,0927-5398,5,5,4,0,0,5,Global
2022,0927-5398,6,6,5,2,0,6,Global
2017,0927-5568,3,3,0,0,3,3,Global
2018,0927-5568,2,2,0,0,2,2,Global
2019,0927-5568,3,3,0,0,3,0,Global
2020,0927-5568,18,18,0,0,17,0,Global
2021,0927-5568,15,15,0,0,15,0,Global
2022,0927-5568,13,13,0,0,13,10,Global
2017,0927-5940,4,4,2,4,0,4,Global
2018,0927-5940,10,10,5,6,0,9,Global
2018,0927-5940,1,1,1,0,0,1,Germany
2019,0927-5940,19,19,15,13,6,19,Global
2019,0927-5940,1,1,1,0,1,1,Germany
2020,0927-5940,18,18,15,8,18,18,Global
2020,0927-5940,4,4,4,2,4,4,Germany
2021,0927-5940,25,25,22,17,24,24,Global
2021,0927-5940,5,5,5,5,5,5,Germany
2022,0927-5940,18,18,12,12,18,18,Global
2022,0927-5940,5,5,4,4,5,5,Germany
2020,0927-6440,1,0,1,1,0,1,Global
2021,0927-6440,3,0,3,3,0,3,Global
2022,0927-6440,2,0,2,2,0,2,Global
2021,0927-6467,4,4,0,0,4,4,Global
2021,0927-6467,1,1,0,0,1,1,Germany
2017,0927-6505,3,3,0,1,0,3,Global
2018,0927-6505,3,3,0,1,0,3,Global
2018,0927-6505,1,1,0,1,0,1,Germany
2019,0927-6505,6,6,3,4,0,6,Global
2019,0927-6505,2,2,1,2,0,2,Germany
2020,0927-6505,2,2,1,0,0,2,Global
2021,0927-6505,5,5,2,2,0,4,Global
2021,0927-6505,1,1,0,1,0,1,Germany
2022,0927-6505,7,7,7,2,0,7,Global
2022,0927-6505,1,1,1,0,0,1,Germany
2017,0927-7099,11,11,6,9,0,11,Global
2017,0927-7099,4,4,0,3,0,4,Germany
2018,0927-7099,7,7,7,4,2,7,Global
2019,0927-7099,10,10,9,10,5,10,Global
2020,0927-7099,14,14,11,7,14,14,Global
2020,0927-7099,1,1,1,1,1,1,Germany
2021,0927-7099,19,19,13,18,18,18,Global
2021,0927-7099,5,5,4,5,5,5,Germany
2022,0927-7099,21,21,18,17,21,21,Global
2022,0927-7099,7,7,6,7,7,7,Germany
2021,0927-7544,1,0,1,0,0,1,Global
2022,0927-7544,1,0,0,0,0,1,Global
2017,0927-7757,9,9,2,7,0,9,Global
2017,0927-7757,1,1,1,0,0,1,Germany
2018,0927-7757,8,8,0,6,0,8,Global
2019,0927-7757,12,12,3,6,0,12,Global
2020,0927-7757,18,18,13,14,0,18,Global
2020,0927-7757,3,3,2,3,0,3,Germany
2021,0927-7757,26,26,21,15,0,26,Global
2021,0927-7757,3,3,2,2,0,3,Germany
2022,0927-7757,58,58,4,28,0,58,Global
2022,0927-7757,1,1,0,0,0,1,Germany
2017,0927-7765,7,7,0,6,0,7,Global
2018,0927-7765,6,6,2,6,0,6,Global
2019,0927-7765,15,15,15,13,0,15,Global
2020,0927-7765,23,23,20,22,0,23,Global
2020,0927-7765,1,1,1,1,0,1,Germany
2021,0927-7765,28,28,23,15,0,28,Global
2021,0927-7765,1,1,1,0,0,1,Germany
2022,0927-7765,46,46,2,23,0,46,Global
2022,0927-7765,1,1,0,0,0,1,Germany
2018,0927-796X,1,1,0,0,0,1,Global
2020,0927-796X,3,3,0,2,0,3,Global
2020,0927-796X,1,1,0,1,0,1,Germany
2021,0927-796X,6,6,5,3,0,6,Global
2022,0927-796X,1,1,0,0,0,1,Global
2019,0928-0219,1,1,0,1,1,1,Global
2020,0928-0219,6,6,5,5,6,6,Global
2021,0928-0219,2,2,1,0,2,2,Global
2022,0928-0219,1,1,1,0,1,1,Global
2017,0928-0707,4,4,1,1,0,4,Global
2018,0928-0707,8,8,6,5,0,8,Global
2019,0928-0707,5,5,3,3,4,5,Global
2019,0928-0707,1,1,1,1,1,1,Germany
2020,0928-0707,11,11,11,2,11,11,Global
2020,0928-0707,3,3,3,0,3,3,Germany
2021,0928-0707,10,10,10,1,8,8,Global
2021,0928-0707,5,5,5,0,4,4,Germany
2022,0928-0707,12,12,10,1,12,12,Global
2022,0928-0707,2,2,1,0,2,2,Germany
2021,0928-1258,1,1,0,0,0,1,Global
2017,0928-1541,2,2,0,0,2,0,Global
