issn_l,cr_year,cc,cc_total,jn_all,prop
0008-4298,2022,CC BY,2,59,0.03389830508474576
0008-4298,2022,CC BY-NC,6,59,0.1016949152542373
0008-4301,2017,NA,0,111,0
0008-4301,2018,NA,0,162,0
0008-4301,2019,NA,0,142,0
0008-4301,2020,NA,0,94,0
0008-4301,2021,NA,0,113,0
0008-4301,2022,CC BY,8,88,0.09090909090909091
0008-4395,2017,CC BY,2,75,0.02666666666666667
0008-4395,2018,NA,0,94,0
0008-4395,2019,CC BY,1,117,0.008547008547008548
0008-4395,2020,CC BY,7,108,0.06481481481481481
0008-4395,2021,CC BY,11,86,0.12790697674418605
0008-4395,2022,CC BY,18,58,0.3103448275862069
0008-4433,2017,NA,0,72,0
0008-4433,2018,NA,0,54,0
0008-4433,2019,CC BY-NC-ND,2,23,0.08695652173913043
0008-4433,2020,NA,0,34,0
0008-4433,2021,CC BY,2,37,0.05405405405405406
0008-4433,2022,CC BY-NC-ND,1,93,0.010752688172043012
0008-4840,2017,CC BY,1,37,0.02702702702702703
0008-4840,2018,NA,0,51,0
0008-4840,2019,NA,0,36,0
0008-4840,2020,CC BY-NC,1,36,0.027777777777777776
0008-4840,2020,CC BY-NC-ND,1,36,0.027777777777777776
0008-4840,2021,CC BY-NC,3,38,0.07894736842105263
0008-4840,2021,CC BY,1,38,0.02631578947368421
0008-4840,2021,CC BY-NC-ND,2,38,0.05263157894736842
0008-4840,2022,CC BY-NC-ND,1,33,0.030303030303030304
0008-5006,2017,NA,0,62,0
0008-5006,2018,NA,0,57,0
0008-5006,2019,CC BY-NC-ND,1,54,0.018518518518518517
0008-5006,2020,NA,0,58,0
0008-5006,2021,CC BY-NC-ND,2,56,0.03571428571428571
0008-5006,2022,CC BY-NC-ND,2,57,0.03508771929824561
0008-5006,2022,CC BY,1,57,0.017543859649122806
0008-5030,2017,NA,0,16,0
0008-5030,2018,NA,0,5,0
0008-5030,2019,NA,0,14,0
0008-5030,2020,NA,0,14,0
0008-5030,2021,NA,0,16,0
0008-5030,2022,CC BY,1,18,0.05555555555555555
0008-5030,2022,CC BY-NC-ND,1,18,0.05555555555555555
0008-543X,2017,CC BY-NC-ND,9,648,0.013888888888888888
0008-543X,2017,CC BY,2,648,0.0030864197530864196
0008-543X,2017,CC BY-NC,9,648,0.013888888888888888
0008-543X,2018,CC BY-NC-ND,15,592,0.02533783783783784
0008-543X,2018,CC BY-NC,13,592,0.02195945945945946
0008-543X,2019,CC BY-NC,23,629,0.03656597774244833
0008-543X,2019,CC BY-NC-ND,14,629,0.022257551669316374
0008-543X,2020,CC BY,1,652,0.0015337423312883436
0008-543X,2020,CC BY-NC-ND,29,652,0.04447852760736196
0008-543X,2020,CC BY-NC,24,652,0.03680981595092025
0008-543X,2021,CC BY-NC-ND,32,623,0.051364365971107544
0008-543X,2021,CC BY,2,623,0.0032102728731942215
0008-543X,2021,CC BY-NC,19,623,0.030497592295345103
0008-543X,2022,CC BY-NC-ND,28,342,0.08187134502923976
0008-543X,2022,CC BY,1,342,0.0029239766081871343
0008-543X,2022,CC BY-NC,37,342,0.10818713450292397
0008-6215,2017,CC BY,10,210,0.047619047619047616
0008-6215,2018,CC BY-NC-ND,2,173,0.011560693641618497
0008-6215,2018,CC BY,2,173,0.011560693641618497
0008-6215,2019,CC BY,2,228,0.008771929824561403
0008-6215,2019,CC BY-NC-ND,3,228,0.013157894736842105
0008-6215,2020,CC BY,6,231,0.025974025974025976
0008-6215,2021,CC BY,5,181,0.027624309392265192
0008-6215,2021,CC BY-NC-ND,5,181,0.027624309392265192
0008-6215,2022,CC BY,11,164,0.06707317073170732
0008-6215,2022,CC BY-NC-ND,6,164,0.036585365853658534
0008-6223,2017,CC BY,12,1169,0.010265183917878529
0008-6223,2017,CC BY-NC-ND,12,1169,0.010265183917878529
0008-6223,2018,CC BY,14,1059,0.013220018885741265
0008-6223,2018,CC BY-NC-ND,10,1059,0.009442870632672332
0008-6223,2019,CC BY-NC-ND,12,1206,0.009950248756218905
0008-6223,2019,CC BY,12,1206,0.009950248756218905
0008-6223,2020,CC BY,20,1064,0.018796992481203006
0008-6223,2020,CC BY-NC-ND,9,1064,0.008458646616541353
0008-6223,2021,CC BY-NC-ND,31,1278,0.024256651017214397
0008-6223,2021,CC BY,46,1278,0.03599374021909233
0008-6223,2022,CC BY,27,909,0.0297029702970297
0008-6223,2022,CC BY-NC-ND,27,909,0.0297029702970297
0008-6312,2017,CC BY-NC-ND,1,91,0.01098901098901099
0008-6312,2018,CC BY-NC-ND,4,108,0.037037037037037035
0008-6312,2019,CC BY-NC-ND,1,115,0.008695652173913044
0008-6312,2020,CC BY-NC-ND,3,127,0.023622047244094488
0008-6312,2020,CC BY-NC,6,127,0.047244094488188976
0008-6312,2020,CC BY,1,127,0.007874015748031496
0008-6312,2021,CC BY,7,104,0.0673076923076923
0008-6312,2021,CC BY-NC,7,104,0.0673076923076923
0008-6312,2022,CC BY,9,45,0.2
0008-6363,2017,CC BY,12,268,0.04477611940298507
0008-6363,2017,CC BY-NC,2,268,0.007462686567164179
0008-6363,2018,CC BY,15,308,0.048701298701298704
0008-6363,2018,CC BY-NC,18,308,0.05844155844155844
0008-6363,2019,CC BY-NC,36,348,0.10344827586206896
0008-6363,2019,CC BY,14,348,0.040229885057471264
0008-6363,2020,CC BY-NC,37,350,0.10571428571428572
0008-6363,2020,CC BY,18,350,0.05142857142857143
0008-6363,2021,CC BY-NC,29,380,0.07631578947368421
0008-6363,2021,CC BY,58,380,0.15263157894736842
0008-6363,2022,CC BY,4,159,0.025157232704402517
0008-6363,2022,CC BY-NC,4,159,0.025157232704402517
0008-6495,2017,NA,0,58,0
0008-6495,2018,NA,0,55,0
0008-6495,2019,NA,0,74,0
0008-6495,2020,NA,0,69,0
0008-6495,2021,NA,0,62,0
0008-6495,2022,NA,0,45,0
0008-6568,2017,CC BY-NC-ND,1,72,0.013888888888888888
0008-6568,2018,CC BY-NC-ND,8,88,0.09090909090909091
0008-6568,2019,CC BY-NC-ND,2,50,0.04
0008-6568,2020,CC BY-NC,4,51,0.0784313725490196
0008-6568,2020,CC BY-NC-ND,3,51,0.058823529411764705
0008-6568,2021,CC BY-NC,6,62,0.0967741935483871
0008-6568,2021,CC BY,2,62,0.03225806451612903
0008-6568,2022,CC BY,1,27,0.037037037037037035
0008-6568,2022,CC BY-NC,8,27,0.2962962962962963
0008-7041,2017,NA,0,39,0
0008-7041,2018,CC BY-NC-ND,2,49,0.04081632653061224
0008-7041,2019,CC BY-NC-ND,1,28,0.03571428571428571
0008-7041,2019,CC BY,1,28,0.03571428571428571
0008-7041,2020,CC BY-NC-ND,3,35,0.08571428571428572
0008-7041,2021,CC BY,2,25,0.08
0008-7041,2021,CC BY-NC-ND,2,25,0.08
0008-7041,2022,CC BY-NC-ND,2,25,0.08
0008-7041,2022,CC BY,2,25,0.08
0008-8846,2017,CC BY,3,198,0.015151515151515152
0008-8846,2017,CC BY-NC-ND,4,198,0.020202020202020204
0008-8846,2018,CC BY,4,185,0.021621621621621623
0008-8846,2018,CC BY-NC-ND,1,185,0.005405405405405406
0008-8846,2019,CC BY,3,275,0.01090909090909091
0008-8846,2019,CC BY-NC-ND,4,275,0.014545454545454545
0008-8846,2020,CC BY-NC-ND,10,244,0.040983606557377046
0008-8846,2020,CC BY,19,244,0.0778688524590164
0008-8846,2021,CC BY,36,263,0.13688212927756654
0008-8846,2021,CC BY-NC-ND,18,263,0.06844106463878327
0008-8846,2022,CC BY,61,284,0.2147887323943662
0008-8846,2022,CC BY-NC-ND,27,284,0.09507042253521127
0008-8994,2018,NA,0,28,0
0008-8994,2019,CC BY,2,37,0.05405405405405406
0008-8994,2020,CC BY-NC-ND,8,104,0.07692307692307693
0008-8994,2020,CC BY-NC,3,104,0.028846153846153848
0008-8994,2020,CC BY,10,104,0.09615384615384616
0008-8994,2021,CC BY-NC-ND,8,63,0.12698412698412698
0008-8994,2021,CC BY-NC,4,63,0.06349206349206349
0008-8994,2021,CC BY,4,63,0.06349206349206349
0008-8994,2022,NA,0,40,0
0008-9389,2017,NA,0,86,0
0008-9389,2018,NA,0,77,0
0008-9389,2019,NA,0,65,0
0008-9389,2020,CC BY-NC-SA,1,126,0.007936507936507936
0008-9389,2020,CC BY,2,126,0.015873015873015872
0008-9389,2021,CC BY,2,165,0.012121212121212121
0008-9389,2022,CC BY,5,79,0.06329113924050633
0009-0352,2017,NA,0,148,0
0009-0352,2018,CC BY-NC-ND,1,103,0.009708737864077669
0009-0352,2018,CC BY,2,103,0.019417475728155338
0009-0352,2019,CC BY,6,115,0.05217391304347826
0009-0352,2019,CC BY-NC-ND,1,115,0.008695652173913044
0009-0352,2020,CC BY-NC-ND,1,134,0.007462686567164179
0009-0352,2020,CC BY,7,134,0.05223880597014925
0009-0352,2021,CC BY,4,121,0.03305785123966942
0009-0352,2021,CC BY-NC-ND,7,121,0.05785123966942149
0009-0352,2021,CC BY-NC,4,121,0.03305785123966942
0009-0352,2022,CC BY,7,89,0.07865168539325842
0009-0352,2022,CC BY-NC,1,89,0.011235955056179775
0009-0352,2022,CC BY-NC-ND,2,89,0.02247191011235955
0009-1383,2017,CC BY-NC-ND,1,45,0.022222222222222223
0009-1383,2018,CC BY,2,78,0.02564102564102564
0009-1383,2019,CC BY-NC,1,54,0.018518518518518517
0009-1383,2019,CC BY-NC-ND,2,54,0.037037037037037035
0009-1383,2020,CC BY-NC-ND,1,71,0.014084507042253521
0009-1383,2021,CC BY-NC-ND,3,64,0.046875
0009-1383,2021,CC BY,1,64,0.015625
0009-1383,2022,CC BY-NC-ND,10,41,0.24390243902439024
0009-1383,2022,CC BY,2,41,0.04878048780487805
0009-2347,2020,NA,0,541,0
0009-2347,2021,NA,0,1961,0
0009-2347,2022,NA,0,1366,0
0009-2355,2017,NA,0,144,0
0009-2355,2018,NA,0,144,0
0009-2355,2019,NA,0,154,0
0009-2355,2020,NA,0,147,0
0009-2355,2021,NA,0,168,0
0009-2355,2022,NA,0,127,0
0009-2509,2017,CC BY,25,712,0.0351123595505618
0009-2509,2017,CC BY-NC-ND,8,712,0.011235955056179775
0009-2509,2018,CC BY-NC-ND,11,633,0.017377567140600316
0009-2509,2018,CC BY,25,633,0.03949447077409163
0009-2509,2019,CC BY-NC-ND,9,790,0.01139240506329114
0009-2509,2019,CC BY,6,790,0.007594936708860759
0009-2509,2020,NA,0,634,0
0009-2509,2021,CC BY-NC-ND,6,823,0.007290400972053463
0009-2509,2021,CC BY,27,823,0.032806804374240585
0009-2509,2022,CC BY-NC-ND,19,979,0.01940755873340143
0009-2509,2022,CC BY,74,979,0.0755873340143003
0009-2541,2017,CC BY,12,413,0.029055690072639227
0009-2541,2017,CC BY-NC-ND,8,413,0.01937046004842615
0009-2541,2018,CC BY,14,404,0.034653465346534656
0009-2541,2018,CC BY-NC-ND,12,404,0.0297029702970297
0009-2541,2019,CC BY,9,420,0.02142857142857143
0009-2541,2019,CC BY-NC-ND,22,420,0.05238095238095238
0009-2541,2020,CC BY,22,378,0.0582010582010582
0009-2541,2020,CC BY-NC-ND,15,378,0.03968253968253968
0009-2541,2021,CC BY-NC-ND,32,456,0.07017543859649122
0009-2541,2021,CC BY,33,456,0.07236842105263158
0009-2541,2022,CC BY,28,334,0.08383233532934131
0009-2541,2022,CC BY-NC-ND,22,334,0.0658682634730539
0009-2614,2017,CC BY-NC-ND,6,893,0.006718924972004479
0009-2614,2017,CC BY,9,893,0.010078387458006719
0009-2614,2018,CC BY-NC-ND,6,900,0.006666666666666667
0009-2614,2019,CC BY,8,823,0.009720534629404616
0009-2614,2019,CC BY-NC-ND,15,823,0.018226002430133656
0009-2614,2020,CC BY,4,1058,0.003780718336483932
0009-2614,2020,CC BY-NC-ND,2,1058,0.001890359168241966
0009-2614,2021,CC BY,10,884,0.011312217194570135
0009-2614,2021,CC BY-NC-ND,9,884,0.010180995475113122
0009-2614,2022,CC BY,9,774,0.011627906976744186
0009-2614,2022,CC BY-NC-ND,7,774,0.00904392764857881
0009-2665,2017,NA,0,314,0
0009-2665,2018,NA,0,287,0
0009-2665,2019,NA,0,276,0
0009-2665,2020,CC BY-NC-ND,2,334,0.005988023952095809
0009-2665,2020,CC BY,4,334,0.011976047904191617
0009-2665,2021,CC BY-NC-ND,49,362,0.13535911602209943
0009-2665,2021,CC BY,35,362,0.09668508287292818
0009-2665,2022,CC BY,33,236,0.13983050847457626
0009-2665,2022,CC BY-NC-ND,26,236,0.11016949152542373
0009-2797,2017,CC BY-NC-ND,2,300,0.006666666666666667
0009-2797,2017,CC BY,2,300,0.006666666666666667
0009-2797,2018,CC BY,1,300,0.0033333333333333335
0009-2797,2018,CC BY-NC-ND,2,300,0.006666666666666667
0009-2797,2019,CC BY-NC-ND,17,386,0.04404145077720207
0009-2797,2019,CC BY,3,386,0.007772020725388601
0009-2797,2020,CC BY-NC-ND,5,285,0.017543859649122806
0009-2797,2020,CC BY,5,285,0.017543859649122806
0009-2797,2021,CC BY-NC-ND,3,250,0.012
0009-2797,2021,CC BY,7,250,0.028
0009-2797,2022,CC BY-NC-ND,12,367,0.0326975476839237
0009-2797,2022,CC BY,11,367,0.02997275204359673
0009-2819,2017,CC BY-NC-ND,1,44,0.022727272727272728
0009-2819,2017,CC BY,1,44,0.022727272727272728
0009-2819,2018,CC BY,1,30,0.03333333333333333
0009-2819,2018,CC BY-NC-ND,1,30,0.03333333333333333
0009-2819,2019,CC BY-NC-ND,5,53,0.09433962264150944
0009-2819,2020,CC BY-NC-ND,1,72,0.013888888888888888
0009-2819,2020,CC BY,4,72,0.05555555555555555
0009-2819,2021,CC BY,3,83,0.03614457831325301
0009-2819,2022,CC BY,2,38,0.05263157894736842
0009-2819,2022,CC BY-NC-ND,2,38,0.05263157894736842
0009-286X,2017,CC BY-NC,1,250,0.004
0009-286X,2017,CC BY,1,250,0.004
0009-286X,2017,CC BY-NC-ND,1,250,0.004
0009-286X,2018,CC BY-NC,4,732,0.00546448087431694
0009-286X,2018,CC BY,3,732,0.004098360655737705
0009-286X,2018,CC BY-NC-ND,3,732,0.004098360655737705
0009-286X,2019,CC BY-NC,7,262,0.026717557251908396
0009-286X,2019,CC BY-NC-ND,5,262,0.019083969465648856
0009-286X,2019,CC BY,37,262,0.14122137404580154
0009-286X,2020,CC BY-NC-ND,47,727,0.06464924346629987
0009-286X,2020,CC BY,103,727,0.14167812929848694
0009-286X,2020,CC BY-NC,23,727,0.03163686382393398
0009-286X,2021,CC BY-NC,17,293,0.05802047781569966
0009-286X,2021,CC BY,79,293,0.2696245733788396
0009-286X,2021,CC BY-NC-ND,68,293,0.23208191126279865
0009-286X,2022,CC BY-NC,23,548,0.041970802919708027
0009-286X,2022,CC BY-NC-ND,29,548,0.05291970802919708
0009-286X,2022,CC BY,60,548,0.10948905109489052
0009-3084,2017,CC BY,2,111,0.018018018018018018
0009-3084,2018,CC BY,3,105,0.02857142857142857
0009-3084,2018,CC BY-NC-ND,1,105,0.009523809523809525
0009-3084,2019,CC BY,7,113,0.061946902654867256
0009-3084,2019,CC BY-NC-ND,2,113,0.017699115044247787
0009-3084,2020,CC BY,3,100,0.03
0009-3084,2021,CC BY-NC-ND,3,84,0.03571428571428571
0009-3084,2021,CC BY,5,84,0.05952380952380952
0009-3084,2022,CC BY,3,39,0.07692307692307693
0009-3084,2022,CC BY-NC-ND,1,39,0.02564102564102564
0009-3092,2017,NA,0,112,0
0009-3092,2018,NA,0,108,0
0009-3092,2019,NA,0,105,0
0009-3092,2020,NA,0,118,0
0009-3092,2021,NA,0,118,0
0009-3092,2022,NA,0,118,0
0009-3122,2017,NA,0,210,0
0009-3122,2018,NA,0,188,0
0009-3122,2019,NA,0,204,0
0009-3122,2020,NA,0,241,0
0009-3122,2021,NA,0,183,0
0009-3122,2022,NA,0,52,0
0009-3130,2017,NA,0,348,0
0009-3130,2018,NA,0,357,0
0009-3130,2019,NA,0,333,0
0009-3130,2020,NA,0,330,0
0009-3130,2021,NA,0,320,0
0009-3130,2022,NA,0,265,0
0009-3157,2017,CC BY-NC-ND,1,44,0.022727272727272728
0009-3157,2018,CC BY-NC-ND,1,48,0.020833333333333332
0009-3157,2019,NA,0,36,0
0009-3157,2020,CC BY-NC,1,27,0.037037037037037035
0009-3157,2021,CC BY-NC,1,43,0.023255813953488372
0009-3157,2022,CC BY-NC,3,26,0.11538461538461539
0009-3920,2017,CC BY,6,303,0.019801980198019802
0009-3920,2017,CC BY-NC-ND,4,303,0.013201320132013201
0009-3920,2017,CC BY-NC,5,303,0.0165016501650165
0009-3920,2018,CC BY,2,183,0.01092896174863388
0009-3920,2018,CC BY-NC-ND,2,183,0.01092896174863388
0009-3920,2018,CC BY-NC,10,183,0.0546448087431694
0009-3920,2019,CC BY-NC-ND,7,142,0.04929577464788732
0009-3920,2019,CC BY,11,142,0.07746478873239436
0009-3920,2019,CC BY-NC,6,142,0.04225352112676056
0009-3920,2020,CC BY,24,126,0.19047619047619047
0009-3920,2020,CC BY-NC,2,126,0.015873015873015872
0009-3920,2020,CC BY-NC-ND,4,126,0.031746031746031744
0009-3920,2021,CC BY-NC-ND,21,240,0.0875
0009-3920,2021,CC BY,29,240,0.12083333333333333
0009-3920,2021,CC BY-NC,7,240,0.029166666666666667
0009-3920,2022,CC BY-NC,8,122,0.06557377049180328
0009-3920,2022,CC BY,25,122,0.20491803278688525
0009-3920,2022,CC BY-NC-ND,19,122,0.1557377049180328
0009-398X,2017,CC BY,10,70,0.14285714285714285
0009-398X,2018,CC BY,18,82,0.21951219512195122
0009-398X,2019,CC BY,12,90,0.13333333333333333
0009-398X,2020,CC BY,30,148,0.20270270270270271
0009-398X,2021,CC BY,51,193,0.26424870466321243
0009-398X,2022,CC BY,48,145,0.3310344827586207
0009-4056,2017,NA,0,105,0
0009-4056,2018,CC BY-NC-ND,1,80,0.0125
0009-4056,2019,NA,0,75,0
0009-4056,2020,NA,0,71,0
0009-4056,2021,NA,0,74,0
0009-4056,2022,CC BY-NC-ND,1,62,0.016129032258064516
0009-4455,2017,NA,0,63,0
0009-4455,2018,NA,0,53,0
0009-4455,2019,NA,0,46,0
0009-4455,2020,CC BY,1,42,0.023809523809523808
0009-4455,2021,NA,0,48,0
0009-4455,2022,NA,0,30,0
0009-4536,2017,NA,0,1,0
0009-4536,2018,NA,0,42,0
0009-4536,2019,NA,0,247,0
0009-4536,2020,NA,0,226,0
0009-4536,2021,CC BY-NC-ND,1,220,0.004545454545454545
0009-4536,2022,CC BY-NC,1,168,0.005952380952380952
0009-4536,2022,CC BY,1,168,0.005952380952380952
0009-4536,2022,CC BY-NC-ND,1,168,0.005952380952380952
0009-4722,2017,CC BY,4,218,0.01834862385321101
0009-4722,2018,CC BY,2,188,0.010638297872340425
0009-4722,2019,CC BY,3,205,0.014634146341463415
0009-4722,2020,CC BY,27,211,0.12796208530805686
0009-4722,2021,CC BY,29,217,0.1336405529953917
0009-4722,2022,CC BY,5,57,0.08771929824561403
0009-5893,2017,CC BY,8,224,0.03571428571428571
0009-5893,2018,CC BY,13,222,0.05855855855855856
0009-5893,2019,CC BY,6,162,0.037037037037037035
0009-5893,2020,CC BY,11,140,0.07857142857142857
0009-5893,2021,CC BY,9,121,0.0743801652892562
0009-5893,2022,CC BY,8,92,0.08695652173913043
0009-5915,2017,CC BY,5,34,0.14705882352941177
0009-5915,2018,CC BY,8,29,0.27586206896551724
0009-5915,2019,CC BY,10,41,0.24390243902439024
0009-5915,2020,CC BY,5,17,0.29411764705882354
0009-5915,2021,CC BY,8,19,0.42105263157894735
0009-5915,2022,CC BY,9,15,0.6
0009-6407,2017,NA,0,213,0
0009-6407,2018,NA,0,286,0
0009-6407,2019,NA,0,222,0
0009-6407,2020,CC BY,2,265,0.007547169811320755
0009-6407,2021,CC BY,8,280,0.02857142857142857
0009-6407,2021,CC BY-NC-ND,2,280,0.007142857142857143
0009-6407,2022,CC BY,5,145,0.034482758620689655
0009-6407,2022,CC BY-NC,1,145,0.006896551724137931
0009-725X,2017,NA,0,35,0
0009-725X,2018,CC BY,3,65,0.046153846153846156
0009-725X,2019,CC BY,1,80,0.0125
0009-725X,2020,CC BY,7,100,0.07
0009-725X,2021,CC BY,8,108,0.07407407407407407
0009-725X,2022,CC BY,16,126,0.12698412698412698
0009-7322,2017,NA,0,1647,0
0009-7322,2018,NA,0,1533,0
0009-7322,2019,NA,0,917,0
0009-7322,2020,NA,0,830,0
0009-7322,2021,CC BY-NC-ND,30,748,0.040106951871657755
0009-7322,2021,CC BY,22,748,0.029411764705882353
0009-7322,2021,CC BY-NC,7,748,0.009358288770053475
0009-7322,2022,CC BY,20,478,0.04184100418410042
0009-7322,2022,CC BY-NC-ND,22,478,0.04602510460251046
0009-7322,2022,CC BY-NC,4,478,0.008368200836820083
0009-7330,2017,NA,0,889,0
0009-7330,2018,NA,0,432,0
0009-7330,2019,NA,0,424,0
0009-7330,2020,NA,0,386,0
0009-7330,2021,CC BY-NC-ND,11,330,0.03333333333333333
0009-7330,2021,CC BY,8,330,0.024242424242424242
0009-7330,2021,CC BY-NC,5,330,0.015151515151515152
0009-7330,2022,CC BY-NC-ND,15,259,0.05791505791505792
0009-7330,2022,CC BY-NC,1,259,0.003861003861003861
0009-7330,2022,CC BY,6,259,0.023166023166023165
0009-739X,2017,NA,0,147,0
0009-739X,2018,NA,0,158,0
0009-739X,2019,NA,0,157,0
0009-739X,2020,NA,0,175,0
0009-739X,2021,NA,0,234,0
0009-739X,2022,CC BY-NC-ND,2,274,0.0072992700729927005
0009-8388,2017,NA,0,72,0
0009-8388,2018,NA,0,77,0
0009-8388,2019,NA,0,95,0
0009-8388,2020,CC BY,11,93,0.11827956989247312
0009-8388,2020,CC BY-NC-SA,1,93,0.010752688172043012
0009-8388,2020,CC BY-NC-ND,1,93,0.010752688172043012
0009-8388,2021,CC BY-NC-ND,5,83,0.060240963855421686
0009-8388,2021,CC BY,27,83,0.3253012048192771
0009-8388,2021,CC BY-NC-SA,2,83,0.024096385542168676
0009-8388,2022,CC BY-NC-ND,1,34,0.029411764705882353
0009-8388,2022,CC BY,19,34,0.5588235294117647
0009-840X,2017,NA,0,208,0
0009-840X,2018,NA,0,350,0
0009-840X,2019,NA,0,225,0
0009-840X,2020,NA,0,217,0
0009-840X,2021,NA,0,340,0
0009-840X,2022,CC BY,1,222,0.0045045045045045045
0009-8558,2017,CC BY,2,35,0.05714285714285714
0009-8558,2018,CC BY,3,60,0.05
0009-8558,2019,CC BY,2,49,0.04081632653061224
0009-8558,2020,CC BY,2,49,0.04081632653061224
0009-8558,2020,CC BY-NC-SA,2,49,0.04081632653061224
0009-8558,2021,CC BY,2,40,0.05
0009-8558,2022,CC BY,2,9,0.2222222222222222
0009-8604,2017,NA,0,37,0
0009-8604,2018,NA,0,47,0
0009-8604,2019,CC BY,2,50,0.04
0009-8604,2020,CC BY,3,52,0.057692307692307696
0009-8604,2021,CC BY,6,62,0.0967741935483871
0009-8604,2022,CC BY,4,34,0.11764705882352941
0009-8655,2017,NA,0,38,0
0009-8655,2018,NA,0,27,0
0009-8655,2019,NA,0,37,0
0009-8655,2020,NA,0,59,0
0009-8655,2021,NA,0,22,0
0009-8655,2022,CC BY-NC-ND,1,28,0.03571428571428571
0009-8981,2017,CC BY-NC-ND,6,384,0.015625
0009-8981,2017,CC BY,6,384,0.015625
0009-8981,2018,CC BY,6,515,0.011650485436893204
0009-8981,2018,CC BY-NC-ND,10,515,0.019417475728155338
0009-8981,2019,CC BY,7,414,0.016908212560386472
0009-8981,2019,CC BY-NC-ND,7,414,0.016908212560386472
0009-8981,2020,CC BY-NC-ND,14,568,0.02464788732394366
0009-8981,2020,CC BY,16,568,0.028169014084507043
0009-8981,2021,CC BY-NC-ND,21,382,0.0549738219895288
0009-8981,2021,CC BY,11,382,0.028795811518324606
0009-8981,2022,CC BY-NC-ND,17,315,0.05396825396825397
0009-8981,2022,CC BY,15,315,0.047619047619047616
0009-9104,2017,CC BY-NC-ND,3,171,0.017543859649122806
0009-9104,2017,CC BY,3,171,0.017543859649122806
0009-9104,2017,CC BY-NC,3,171,0.017543859649122806
0009-9104,2018,CC BY-NC,8,147,0.05442176870748299
0009-9104,2018,CC BY-NC-ND,9,147,0.061224489795918366
0009-9104,2018,CC BY,6,147,0.04081632653061224
0009-9104,2019,CC BY-NC-ND,5,149,0.03355704697986577
0009-9104,2019,CC BY-NC,20,149,0.1342281879194631
0009-9104,2019,CC BY,12,149,0.08053691275167785
0009-9104,2020,CC BY-NC-ND,17,143,0.11888111888111888
0009-9104,2020,CC BY,4,143,0.027972027972027972
0009-9104,2020,CC BY-NC,19,143,0.13286713286713286
0009-9104,2021,CC BY-NC-ND,14,146,0.0958904109589041
0009-9104,2021,CC BY,9,146,0.06164383561643835
0009-9104,2021,CC BY-NC,9,146,0.06164383561643835
0009-9104,2022,CC BY,11,91,0.12087912087912088
0009-9104,2022,CC BY-NC-ND,2,91,0.02197802197802198
0009-9104,2022,CC BY-NC,9,91,0.0989010989010989
0009-9120,2017,CC BY-NC-ND,8,249,0.0321285140562249
0009-9120,2017,CC BY,7,249,0.028112449799196786
0009-9120,2018,CC BY-NC-ND,6,227,0.02643171806167401
0009-9120,2018,CC BY,2,227,0.00881057268722467
0009-9120,2019,CC BY,4,179,0.0223463687150838
0009-9120,2019,CC BY-NC-ND,7,179,0.03910614525139665
0009-9120,2020,CC BY,5,155,0.03225806451612903
0009-9120,2020,CC BY-NC-ND,7,155,0.04516129032258064
0009-9120,2021,CC BY-NC-ND,5,163,0.03067484662576687
0009-9120,2021,CC BY,8,163,0.049079754601226995
0009-9120,2022,CC BY,10,142,0.07042253521126761
0009-9120,2022,CC BY-NC-ND,8,142,0.056338028169014086
0009-9147,2017,CC BY-NC,2,360,0.005555555555555556
0009-9147,2018,NA,0,325,0
0009-9147,2019,NA,0,333,0
0009-9147,2020,CC BY-NC,2,336,0.005952380952380952
0009-9147,2020,CC BY-NC-ND,16,336,0.047619047619047616
0009-9147,2020,CC BY,18,336,0.05357142857142857
0009-9147,2021,CC BY-NC,1,276,0.0036231884057971015
0009-9147,2021,CC BY,26,276,0.09420289855072464
0009-9147,2021,CC BY-NC-ND,20,276,0.07246376811594203
0009-9147,2022,CC BY-NC-ND,23,187,0.12299465240641712
0009-9147,2022,CC BY,16,187,0.0855614973262032
0009-9163,2017,CC BY,5,213,0.023474178403755867
0009-9163,2017,CC BY-NC-ND,5,213,0.023474178403755867
0009-9163,2017,CC BY-NC,1,213,0.004694835680751174
0009-9163,2018,CC BY-NC-ND,3,236,0.012711864406779662
0009-9163,2018,CC BY-NC,4,236,0.01694915254237288
0009-9163,2018,CC BY,7,236,0.029661016949152543
0009-9163,2019,CC BY,16,179,0.0893854748603352
0009-9163,2019,CC BY-NC-ND,4,179,0.0223463687150838
0009-9163,2020,CC BY-NC-ND,8,195,0.041025641025641026
0009-9163,2020,CC BY-NC,2,195,0.010256410256410256
0009-9163,2020,CC BY,16,195,0.08205128205128205
0009-9163,2021,CC BY,18,191,0.09424083769633508
0009-9163,2021,CC BY-NC-ND,10,191,0.05235602094240838
0009-9163,2021,CC BY-NC,5,191,0.02617801047120419
0009-9163,2022,CC BY-NC,2,126,0.015873015873015872
0009-9163,2022,CC BY,12,126,0.09523809523809523
0009-9163,2022,CC BY-NC-ND,15,126,0.11904761904761904
0009-9201,2017,NA,0,95,0
0009-9201,2018,NA,0,91,0
0009-9201,2019,NA,0,103,0
0009-9201,2020,NA,0,117,0
0009-9201,2021,NA,0,89,0
0009-9201,2022,NA,0,82,0
0009-921X,2017,CC BY,21,542,0.03874538745387454
0009-921X,2018,NA,0,648,0
0009-921X,2019,NA,0,524,0
0009-921X,2020,NA,0,507,0
0009-921X,2021,NA,0,482,0
